etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
929    | ... | ... | ... | *#drˈɑpɑnon# | *#drˈɑpɑnɔ# | *#drˈɑpɑno# | *#drˈapɑ̃ɾ̃o# | *#dɾˈapɐɾ̃ɔ# | *#dɾˈapɐɾ̃# | *#dɾˈapəɾ̃# {GOLD: #dɾˈapə̃ɾ̃ə#} | *#dɾˈapəɾ̃# {GOLD: >*} | *#dɾˈapəɾ# {GOLD: >*} | *#dɾˈapəɾ# {GOLD: #dɾˈapəɾ#}
930    | ... | ... | ... | ... | ... | ... | ... | *#dɾˈɑ̃nɡə# | *#dɾˈɑ̃nɡ# | *#dɾˈãŋɡ# {GOLD: #dɾˈɑ̃nk#} | *#dɾˈə̃ŋɡ# {GOLD: >*} | *#dɾˈəŋɡ# {GOLD: >*} | *#dɾˈəŋɡ# {GOLD: #dɾˈəŋɡ#}
931    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dɾˌɛmˈit# {GOLD: >*} | *#dɾˌɛmˈit# {GOLD: >*} | *#dɾˌɛmˈit# {GOLD: >*} | *#dɾɛmˈit# {GOLD: #dɾɛmˈit#}
932    | ... | ... | ... | *#drˈɑniːn# | *#drˈɑni# | *#drˈɑni# | *#drˈenɪ# | *#dɾˈẽɾ̃ɪ# | *#dɾˈɛ̃ː# | *#dɾˈɛ̃ː# {GOLD: #dɾˈɛ̃ː#} | *#dɾˈɛ̃ː# {GOLD: >*} | *#dɾˈɛ# {GOLD: >*} | *#dɾˈɛ# {GOLD: #dɾˈɛ#}
933    | ... | ... | ... | ... | *#dˌirˈeːktʊ# | *#dˌirˈeçtu# | *#dˌirˈejtu# | *#dɪɾˈejtu# | *#dəɾˈɛjt# | *#dəɾˈɛjt# {GOLD: #dəɾˈɛjt#} | *#dəɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: #dɾˈɛjt#}
934    | ... | ... | ... | ... | *#drˈɑki# | *#drˈɑki# | *#drˈekɪ# | *#dɾˈecɪ# | *#dɾˈɛc# | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: #dɾˈɛc#}
935    | ... | ... | ... | ... | *#drˌiwˈɑstʊ# | *#drˈiwɑstu# | *#drˈiwastu# | *#dɾˈiːʃtu# | *#dɾˈiːʃt# | *#dɾˈiːʃt# {GOLD: #dɾˈiʃt#} | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
936    | ... | ... | ... | *#drˌiːwˈɑston# | *#drˌiwˈɑstɔ# | *#drˈiwɑsto# | *#drˈiwasto# | *#dɾˈiːʃtɔ# | *#dɾˈiːʃt# | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
937    | ... | ... | ... | ... | *#drˈinʊ# | *#drˈinu# | *#drˈinu# | *#dɾˈĩnu# | *#dɾˈĩː# | *#dɾˈĩː# {GOLD: #dɾˈĩː#} | *#dɾˈĩː# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
938    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dɾˌɔbˈit# {GOLD: >*} | *#dɾˌɔbˈit# {GOLD: >*} | *#dɾˌɔbˈit# {GOLD: >*} | *#dɾɔbˈit# {GOLD: #dɾɔbˈit#}
939    | ... | ... | ... | ... | ... | ... | ... | *#dɾˈɒcɪ# | *#dɾˈɒc# | *#dɾˈɔc# {GOLD: >*} | *#dɾˈɔc# {GOLD: >*} | *#dɾˈɔc# {GOLD: >*} | *#dɾˈɔc# {GOLD: #dɾˈɔk#}
940    | ... | ... | ... | ... | ... | ... | ... | *#dɾˈɔbnit͡sɑ# | *#dɾˈɔbnit͡sɑ# | *#dɾˈɔmːt͡sa# {GOLD: >*} | *#dɾˈɔmt͡sa# {GOLD: >*} | *#dɾˈɔmt͡sə# {GOLD: >*} | *#dɾˈɔmt͡sə# {GOLD: #dɾˈɔmt͡sə#}
941    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌɑlˈikə# | *#t͡sˌɑlˈik# | *#t͡sˌalˈik# {GOLD: >*} | *#t͡sˌalˈik# {GOLD: >*} | *#t͡sˌalˈik# {GOLD: >*} | *#t͡salˈik# {GOLD: #t͡salˈik#}
942    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌaɾˈina# {GOLD: >*} | *#t͡sˌaɾˈina# {GOLD: >*} | *#t͡sˌaɾˈinə# {GOLD: >*} | *#t͡saɾˈinə# {GOLD: #t͡saɾˈinə#}
943    | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌarˈuxɛ# | *#t͡sˌaɾˈuxɛ# {GOLD: >*} | *#t͡sˌaɾˈuhɛ# {GOLD: >*} | *#t͡sˌaɾˈuhɛ# {GOLD: >*} | *#t͡saɾˈuhɛ# {GOLD: #t͡saɾˈucɛ#}
944    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˈɑɾɑ# | *#t͡sˈɑːɾɑ# | *#t͡sˈaːɾa# {GOLD: >*} | *#t͡sˈaːɾa# {GOLD: >*} | *#t͡sˈaɾə# {GOLD: >*} | *#t͡sˈaɾə# {GOLD: #t͡sˈaɾə#}
945    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˈɑɾɪbɑ# | *#t͡sˈɑːɾbɑ# | *#t͡sˈaːɾba# {GOLD: >*} | *#t͡sˈaːɾba# {GOLD: >*} | *#t͡sˈaɾbə# {GOLD: >*} | *#t͡sˈaɾbə# {GOLD: #t͡sˈaɾbə#}
946    | ... | ... | ... | ... | ... | ... | ... | *#t͡sɪɾnˈiðlə# | *#t͡sərːˈiːl# | *#t͡sərˈiːl# {GOLD: >*} | *#t͡sərˈiːl# {GOLD: >*} | *#t͡sərˈil# {GOLD: >*} | *#t͡sərˈil# {GOLD: #t͡səɾˈil#}
947    | ... | ... | ... | ... | ... | ... | ... | *#t͡sɪɾnˈikə# | *#t͡sərːˈik# | *#t͡sərˈik# {GOLD: >*} | *#t͡sərˈik# {GOLD: >*} | *#t͡sərˈik# {GOLD: >*} | *#t͡sərˈik# {GOLD: #t͡sərˈik#}
948    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌɛnˈit# {GOLD: >*} | *#t͡sˌɛnˈit# {GOLD: >*} | *#t͡sˌɛnˈit# {GOLD: >*} | *#t͡sɛnˈit# {GOLD: #t͡sɛnˈit#}
949    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˈɪɾmɑ# | *#t͡sˈɪːɾmɑ# | *#t͡sˈɛɾma# {GOLD: >*} | *#t͡sˈɛɾma# {GOLD: >*} | *#t͡sˈɛɾmə# {GOLD: >*} | *#t͡sˈɛɾmə# {GOLD: #t͡sˈɛɾmə#}
950    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˈitɑ# | *#t͡sˈitɑ# | *#t͡sˈita# {GOLD: >*} | *#t͡sˈita# {GOLD: >*} | *#t͡sˈitə# {GOLD: >*} | *#t͡sˈitə# {GOLD: #t͡sˈitə#}
951    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˈubə# | *#t͡sˈub# | *#t͡sˈub# {GOLD: >*} | *#t͡sˈub# {GOLD: >*} | *#t͡sˈub# {GOLD: >*} | *#t͡sˈub# {GOLD: #t͡sˈub#}
952    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɑ̃ːjɑ# | *#sˈãːja# {GOLD: #sˈɑ̃jə#} | *#sˈãːja# {GOLD: >*} | *#sˈajə# {GOLD: >*} | *#sˈajə# {GOLD: #sˈajə#}
953    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛna# {GOLD: >*} | *#sˈɛna# {GOLD: >*} | *#sˈɛnə# {GOLD: >*} | *#sˈɛnə# {GOLD: #sˈanə#}
954    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sjˈana# {GOLD: >*} | *#sjˈana# {GOLD: >*} | *#sjˈanə# {GOLD: >*} | *#sjˈanə# {GOLD: #sˈanə#}
955    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈabʎɛ# {GOLD: >*} | *#sˈabʎɛ# {GOLD: >*} | *#sˈabjɛ# {GOLD: >*} | *#sˈabjɛ# {GOLD: #sˈabjɛ#}
956    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛlt͡sa# {GOLD: >*} | *#sˈɛlt͡sa# {GOLD: >*} | *#sˈɛlt͡sə# {GOLD: >*} | *#sˈɛlt͡sə# {GOLD: #sˈɛlt͡sə#}
957    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛɾa# {GOLD: >*} | *#sˈɛɾa# {GOLD: >*} | *#sˈɛɾə# {GOLD: >*} | *#sˈɛɾə# {GOLD: #sˈɛɾə#}
958    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛmbɾ̩# {GOLD: >*} | *#sˈɛmbɾ̩# {GOLD: >*} | *#sˈɛmbɾ̩# {GOLD: >*} | *#sˈɛmbəɾ# {GOLD: #sˈɛmbəɾ#}
959    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌimːaxˈuo̯r# | *#sˌimːaxˈuo̯ɾ# {GOLD: >*} | *#sˌimahˈua̯ɾ# {GOLD: >*} | *#sˌimahˈua̯ɾ# {GOLD: >*} | *#simahˈua̯ɾ# {GOLD: #simahˈua̯ɾ#}
960    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈilˠa# {GOLD: >*} | *#sˈilˠa# {GOLD: >*} | *#sˈilˠə# {GOLD: >*} | *#sˈilˠə# {GOLD: #sˈilˠə#}
961    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌɛ̃ˈit# {GOLD: >*} | *#sˌɛ̃ˈit# {GOLD: >*} | *#sˌɛˈit# {GOLD: >*} | *#sɛˈit# {GOLD: #sˈit#}
962    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈita# {GOLD: >*} | *#sˈita# {GOLD: >*} | *#sˈitə# {GOLD: >*} | *#sˈitə# {GOLD: #sˈitə#}
963    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitka# {GOLD: >*} | *#sˈitka# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: #sˈitkə#}
964    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitka# {GOLD: >*} | *#sˈitka# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: #sˈitkə#}
965    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌɔtˈina# {GOLD: >*} | *#sˌɔtˈina# {GOLD: >*} | *#sˌɔtˈinə# {GOLD: >*} | *#sɔtˈinə# {GOLD: #sɔtˈinə#}
966    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌɔndˈit# {GOLD: >*} | *#sˌɔndˈit# {GOLD: >*} | *#sˌɔndˈit# {GOLD: >*} | *#sɔndˈit# {GOLD: #sɔdˈit#}
967    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌɔvˈaʎka# {GOLD: >*} | *#sˌɔvˈaʎka# {GOLD: >*} | *#sˌɔvˈajkə# {GOLD: >*} | *#sɔvˈajkə# {GOLD: #sɔvˈajkə#}
968    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#skˈɔɾa# {GOLD: >*} | *#skˈɔɾa# {GOLD: >*} | *#skˈɔɾə# {GOLD: >*} | *#skˈɔɾə# {GOLD: #skˈɔrə#}
969    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#skˌɔlˠˈupa# {GOLD: >*} | *#skˌɔlˠˈupa# {GOLD: >*} | *#skˌɔlˠˈupə# {GOLD: >*} | *#skɔlˠˈupə# {GOLD: #sklˠˈupə#}
970    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#skɾˈɔmːa# {GOLD: >*} | *#skɾˈɔma# {GOLD: >*} | *#skɾˈɔmə# {GOLD: >*} | *#skɾˈɔmə# {GOLD: #skɾˈɔmə#}
971    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#slˈɔɡ# {GOLD: >*} | *#slˈɔɡ# {GOLD: >*} | *#slˈɔɡ# {GOLD: >*} | *#slˈɔɡ# {GOLD: #slˠˈɔɡ#}
972    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈuxa# {GOLD: >*} | *#sˈuha# {GOLD: >*} | *#sˈuhə# {GOLD: >*} | *#sˈuhə# {GOLD: #sˈuhə#}
973    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈukʎɛ# {GOLD: >*} | *#sˈukʎɛ# {GOLD: >*} | *#sˈucɛ# {GOLD: >*} | *#sˈucɛ# {GOLD: #sˈukulˠ#}
974    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɒ̃d# | *#sˈɔnd# {GOLD: >*} | *#sˈɔnd# {GOLD: >*} | *#sˈɔnd# {GOLD: >*} | *#sˈɔnd# {GOLD: #sˈund#}
975    | ... | ... | ... | ... | ... | ... | ... | ... | *#skˈimə# | *#skˈimə# {GOLD: >*} | *#skˈimə# {GOLD: >*} | *#skˈimə# {GOLD: >*} | *#scˈimə# {GOLD: #scˈimə#}
976    | ... | ... | ... | ... | *#skˈuːtʊ# | *#skˈytu# | *#skˈytu# | *#ʃcˈytu# | *#ʃcˈyt# | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: #ʃcˈyt#} | *#scˈyt# {GOLD: #scˈyt#}
977    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#skʎˈɔta# {GOLD: >*} | *#skʎˈɔta# {GOLD: >*} | *#scˈɔtə# {GOLD: >*} | *#scˈɔtə# {GOLD: #scˈɔtə#}
978    | ... | ... | ... | ... | *#sˈʊlfʊr# | *#sˈulfur# | *#sˈulfur# | *#ʃˈulfuɾ# | *#ʃˈuːlfuɾ# | *#ʃˈuːlfuɾ# {GOLD: >*} | *#ʃˈuːlfuɾ# {GOLD: >*} | *#ʃˈulfuɾ# {GOLD: #ʃcˈufuɾ#} | *#ʃˈulfuɾ# {GOLD: #scˈufuɾ#}
979    | ... | ... | ... | ... | ... | ... | ... | ... | *#slˈuːfur# | *#skʎˈuːfuɾ# {GOLD: >*} | *#skʎˈuːfuɾ# {GOLD: >*} | *#scˈufuɾ# {GOLD: >*} | *#scˈufuɾ# {GOLD: #scˈufuɾ#}
980    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stɾ̩kˈat# {GOLD: >*} | *#stɾ̩kˈat# {GOLD: >*} | *#stɾ̩kˈat# {GOLD: >*} | *#stəɾkˈat# {GOLD: #stəɾkˈat#}
981    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stɾ̩vˈit# {GOLD: >*} | *#stɾ̩vˈit# {GOLD: >*} | *#stɾ̩vˈit# {GOLD: >*} | *#stəɾvˈit# {GOLD: #stəɾvˈit#}
982    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stɾ̩vˈina# {GOLD: >*} | *#stɾ̩vˈina# {GOLD: >*} | *#stɾ̩vˈinə# {GOLD: >*} | *#stəɾvˈinə# {GOLD: #stəɾvˈinə#}
983    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˈɛʎa# {GOLD: >*} | *#stˈɛʎa# {GOLD: >*} | *#stˈɛjə# {GOLD: >*} | *#stˈɛjə# {GOLD: #stˈɛjə#}
984    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˈɛŋɡa# {GOLD: >*} | *#stˈɛŋɡa# {GOLD: >*} | *#stˈɛŋɡə# {GOLD: >*} | *#stˈɛŋɡə# {GOLD: #stˈɛɡə#}
985    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˈɛp# {GOLD: >*} | *#stˈɛp# {GOLD: >*} | *#stˈɛp# {GOLD: >*} | *#stˈɛp# {GOLD: #stˈɛp#}
986    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stɾˈɛxa# {GOLD: >*} | *#stɾˈɛha# {GOLD: >*} | *#stɾˈɛhə# {GOLD: >*} | *#stɾˈɛhə# {GOLD: #stɾˈɛhə#}
987    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stɾˈɔka# {GOLD: >*} | *#stɾˈɔka# {GOLD: >*} | *#stɾˈɔkə# {GOLD: >*} | *#stɾˈɔkə# {GOLD: #stɾˈɔkə#}
988    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stɾˈuka# {GOLD: >*} | *#stɾˈuka# {GOLD: >*} | *#stɾˈukə# {GOLD: >*} | *#stɾˈukə# {GOLD: #stɾˈukə#}
989    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stɾˈumi# {GOLD: >*} | *#stɾˈumi# {GOLD: >*} | *#stɾˈumi# {GOLD: >*} | *#stɾˈumi# {GOLD: #stɾˈum#}
990    | ... | ... | ... | ... | ... | ... | ... | ... | *#sʊmiʎˈɑt# | *#smʎˈat# {GOLD: >*} | *#smʎˈat# {GOLD: >*} | *#smjˈat# {GOLD: >*} | *#smjˈat# {GOLD: #smilˈat#}
991    | ... | ... | ... | ... | *#dɪ# | *#de# | *#dɪ# | *#dɪ# | *#də# | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: #z#}
992    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#zˌabˈɛl# {GOLD: >*} | *#zˌabˈɛl# {GOLD: >*} | *#zˌabˈɛl# {GOLD: >*} | *#zabˈɛl# {GOLD: #zabˈɛl#}
993    | ... | ... | ... | ... | ... | ... | ... | *#zˌɑbˈɔːjɪ# | *#zˌɑbˈuo̯# | *#zˌabˈuo̯# {GOLD: #zˌabˈuo̯#} | *#zˌabˈua̯# {GOLD: >*} | *#zˌabˈua̯# {GOLD: >*} | *#zabˈua̯# {GOLD: #zabˈua̯#}
994    | ... | ... | ... | ... | ... | ... | ... | ... | *#zˌɒ̃bˈiːʃt# | *#zˌũmbˈiːʃt# {GOLD: >*} | *#zˌũmbˈiːʃt# {GOLD: >*} | *#zˌumbˈiʃt# {GOLD: >*} | *#zumbˈiʃt# {GOLD: #zambˈiʃt#}
995    | ... | ... | ... | *#ˌɑjd͡ʒɑlˈon# | *#ˌɑjd͡ʒˈɑlɔn# | *#ˌɑjd͡ʒˈɑlon# | *#d͡ʒˈalon# | *#zˈalɔ̃n# | *#zˈaːlˠ# | *#zˈaːlˠ# {GOLD: >*} | *#zˈaːlˠ# {GOLD: >*} | *#zˈalˠ# {GOLD: >*} | *#zˈalˠ# {GOLD: #zˈalˠ#}
996    | ... | ... | ... | ... | ... | ... | ... | *#zˌɑ̃nblˈɑkə# | *#zˌɑ̃nblˈɑk# | *#zˌãmblˈak# {GOLD: #zˌɑ̃mblˈak#} | *#zˌə̃mblˈak# {GOLD: >*} | *#zəmblˈak# {GOLD: >*} | *#zəmblˈak# {GOLD: #zəmblˈak#}
997    | ... | ... | ... | ... | *#djˈɑːnɑ# | *#d͡ʒjˈɑnɑ# | *#d͡ʒˈana# | *#zˈãɾ̃a# | *#zˈãɾ̃ə# | *#zˈãɾ̃ə# {GOLD: #zˈɑ̃ɾ̃ə#} | *#zˈə̃ɾ̃ə# {GOLD: >*} | *#zˈəɾə# {GOLD: >*} | *#zˈəɾə# {GOLD: #zˈəɾə#}
998    | ... | ... | ... | *#djˈɒːməron# | *#djˈaːmərɔ# | *#d͡ʒjˈaməro# | *#d͡ʒˈaməro# | *#zˈãməɾɔ# | *#zˈãməɾ# | *#zˈãmɾ̩# {GOLD: #zˈãməɾə#} | *#zˈə̃mɾ̩# {GOLD: >*} | *#zˈəmɾ̩# {GOLD: >*} | *#zˈəməɾ# {GOLD: #zˈəməɾ#}
999    | ... | ... | ... | ... | ... | ... | ... | *#zˈɑ̃nbʃɑ# | *#zˈɑ̃npʃɑ# | *#zˈãmʃa# {GOLD: #zˈɑ̃mpʃə#} | *#zˈə̃mt͡ʃa# {GOLD: >*} | *#zˈəmt͡ʃə# {GOLD: >*} | *#zˈəmt͡ʃə# {GOLD: #zˈəmt͡ʃə#}
1000   | ... | ... | ... | ... | ... | *#jod͡zˈɛfo# | *#jod͡zˈɛfo# | *#jɔzˈɛfɔ# | *#jɔzˈɛːf# | *#jɔzˈɛːf# {GOLD: >*} | *#jɔzˈɛːf# {GOLD: >*} | *#jɔzˈɛf# {GOLD: >*} | *#jɔzˈɛf# {GOLD: #zˈɛf#}
1001   | ... | ... | ... | ... | ... | ... | ... | *#zˈɯʃɑ# | *#zˈɯːʃɑ# | *#zˈuːʃa# {GOLD: >*} | *#zˈuːʃa# {GOLD: >*} | *#zˈuʃə# {GOLD: >*} | *#zˈuʃə# {GOLD: #zˈuʃə#}
1002   | ... | ... | ... | ... | *#skˈɑbjɛ# | *#skˈɑbjɛ# | *#zɡˈebjɛ# | *#zɟˈebjɛ# | *#zɟˈɛbɛ# | *#zɟˈɛbɛ# {GOLD: >*} | *#zɟˈɛbɛ# {GOLD: >*} | *#zɟˈɛbɛ# {GOLD: >*} | *#zɟˈɛbɛ# {GOLD: #zɟˈɛbɛ#}
1003   | ... | ... | ... | ... | *#skˈoːrjɑ# | *#skˈørjɑ# | *#zɡˈyra# | *#zɟˈyɾa# | *#zɟˈyːɾə# | *#zɟˈyːɾə# {GOLD: >*} | *#zɟˈyːɾə# {GOLD: >*} | *#zɟˈyɾə# {GOLD: >*} | *#zɟˈyɾə# {GOLD: #zɟˈyɾə#}
1004   | ... | ... | ... | ... | *#ˌɛswˌɪɡɪlˈɒːnjo# | *#ˌɛswˌeɡelˈoɲo# | *#zβˌeɡɪlˈoɲo# | *#zβɪɟɪlˈɔ̃ɲɔ# | *#zvəɟəlˠˈɔ̃ɲ# | *#zvəɟəlˠˈɔ̃ɲ# {GOLD: >*} | *#zvəɟəlˠˈɔ̃ɲ# {GOLD: >*} | *#zvəɟəlˠˈɔɲ# {GOLD: >*} | *#zvəɟəlˠˈɔj# {GOLD: #zɟˈɔj#}
1005   | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#zbavˈit# {GOLD: >*} | *#zbavˈit# {GOLD: >*} | *#zbavˈit# {GOLD: >*} | *#zbavˈit# {GOLD: #zbavˈit#}
1006   | ... | ... | ... | ... | *#dˌɪswˌeːlˈɒːnjo# | *#dˌeswˌelˈoɲo# | *#dˌezbˌulːˈoɲo# | *#dɪzbˌulːˈɔ̃ɲɔ# | *#dəzbˌulːˈɔ̃ɲ# | *#zbˌulːˈɔ̃ɲ# {GOLD: >*} | *#zbˌulːˈɔ̃ɲ# {GOLD: >*} | *#zbˌulˈɔɲ# {GOLD: >*} | *#zbulˈɔj# {GOLD: #zbulˈɔj#}
1007   | ... | ... | ... | ... | ... | ... | ... | *#zwˌɑɾˈiʃtɛ# | *#zwˌɑɾˈiːʃt# | *#zvˌaɾˈiːʃt# {GOLD: >*} | *#zvˌaɾˈiːʃt# {GOLD: >*} | *#zvˌaɾˈiʃt# {GOLD: >*} | *#zvaɾˈiʃt# {GOLD: #zvaɾˈiʃt#}
1008   | ... | ... | ... | ... | ... | *#ˌɛsmˈuʎɑ# | *#zmˈuʎa# | *#zmˈuʎa# | *#zmˈuːʎə# | *#zmˈuːʎə# {GOLD: >*} | *#zmˈuːʎə# {GOLD: >*} | *#zmˈujə# {GOLD: >*} | *#zmˈujə# {GOLD: #zmˈɔjlɛ#}
1009   | ... | ... | ... | ... | ... | ... | ... | ... | *#θˈamːə# | *#θˈamːə# {GOLD: >*} | *#θˈamə# {GOLD: >*} | *#θˈamə# {GOLD: >*} | *#θˈamə# {GOLD: #θˈanə#}
1010   | ... | ... | ... | ... | *#θˈikɑ# | *#θˈikɑ# | *#θˈika# | *#θˈika# | *#θˈikə# | *#θˈikə# {GOLD: >*} | *#θˈikə# {GOLD: >*} | *#θˈikə# {GOLD: >*} | *#θˈikə# {GOLD: #θˈikə#}
1011   | ... | ... | ... | ... | ... | ... | ... | ... | *#ðjˈak# | *#ðjˈak# {GOLD: >*} | *#ðjˈak# {GOLD: >*} | *#ðjˈak# {GOLD: >*} | *#ðjˈak# {GOLD: #ðjˈak#}
1012   | ... | ... | ... | *#hˌɑjd͡zˈiːd͡zɑ# | *#hˌɑjðˈiðɑ# | *#hˌɑjðˈiðɑ# | *#ðˈiða# | *#ðˈiða# | *#ðˈiðə# | *#ðˈiðə# {GOLD: #ðˈiː#} | *#ðˈiðə# {GOLD: >*} | *#ðˈiðə# {GOLD: >*} | *#ðˈiðə# {GOLD: #ðˈi#}
1013   | ... | ... | ... | *#hˌɑjd͡zˈiːjɑ# | *#hˌɑjðˈijɑ# | *#hˌɑjðˈijɑ# | *#ðˈija# | *#ðˈija# | *#ðˈijə# | *#ðˈijə# {GOLD: #ðˈiː#} | *#ðˈijə# {GOLD: >*} | *#ðˈijə# {GOLD: >*} | *#ðˈijə# {GOLD: #ðˈi#}
1014   | ... | ... | ... | ... | ... | ... | ... | ... | *#ðˈiːsk# | *#ðˈiːsk# {GOLD: >*} | *#ðˈiːsk# {GOLD: >*} | *#ðˈisk# {GOLD: >*} | *#ðˈisk# {GOLD: #ðˈisk#}
1015   | ... | ... | ... | ... | ... | ... | ... | ... | *#ðˈɔm# | *#ðˈɔm# {GOLD: >*} | *#ðˈɔm# {GOLD: >*} | *#ðˈɔm# {GOLD: >*} | *#ðˈɔm# {GOLD: #ðˈɔmə#}
1016   | ... | ... | ... | ... | *#dˌunˈɒːnjo# | *#dˌunˈoɲo# | *#dˌunˈoɲo# | *#dˌũnˈɔ̃ɲɔ# | *#dˌũnˈɔ̃ɲ# | *#dˌũnˈɔ̃ɲ# {GOLD: >*} | *#dˌũnˈɔ̃ɲ# {GOLD: >*} | *#dˌunˈɔɲ# {GOLD: >*} | *#dunˈɔj# {GOLD: #ðuɾˈɔj#}
1017   | ... | ... | ... | ... | *#nˌɑːtˈuːrɑ# | *#nˌɑtˈyrɑ# | *#nˌatˈyra# | *#nˌaːtˈyɾa# | *#nˌaːtˈyːɾə# | *#nˌaːtˈyːɾə# {GOLD: >*} | *#nˌaːtˈyːɾə# {GOLD: >*} | *#nˌatˈyɾə# {GOLD: >*} | *#natˈyɾə# {GOLD: #natˈyɾə#}
1018   | ... | ... | ... | ... | *#ˌɪnˌɑltjˈɒːnjo# | *#ˌenˌɑlt͡ʃjˈoɲo# | *#nˌalt͡ʃˈoɲo# | *#nˌalsˈɔ̃ɲɔ# | *#nˌalsˈɔ̃ɲ# | *#nˌalsˈɔ̃ɲ# {GOLD: >*} | *#nˌalt͡sˈɔ̃ɲ# {GOLD: >*} | *#nˌalt͡sˈɔɲ# {GOLD: #nalt͡sˈɔɲ#} | *#nalt͡sˈɔj# {GOLD: #nalt͡sˈɔj#}
