etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
335    | ... | ... | *#ɟˌowˈɑnnɛ# | *#ɟəwˈɛnnɛ# | *#ɟəwˈɛnnɛ# | *#ɟəwˈɛnnɛ# | *#ɟəmˈɛ̃ːnn# {GOLD: >*} | *#ɟəmˈɛ̃ːnn# {GOLD: >*} | *#ɟəmˈɛnn# {GOLD: >*} | *#ɟəmˈɛnn# | *#ɟəmˈɛnn# {GOLD: #ɟˈɔn#}
336    | ... | ... | ... | ... | *#jˈɔkʊ# | *#jˈɔkʊ# | *#jˈɔk# {GOLD: >*} | *#jˈɔk# {GOLD: >*} | *#jˈɔk# {GOLD: >*} | *#jˈɔk# | *#jˈɔk# {GOLD: #hˈɔkə#}
337    | #ˈiːrɑ# | *#ˈiːrɑ# | *#ˈirɑ# | *#ˈirɑ# | *#ˈirɑ# | *#ˈirɑ# | *#hˈiːrə# {GOLD: >*} | *#hˈiːɾə# {GOLD: >*} | *#hˈiɾə# {GOLD: >*} | *#hˈiɾə# | *#hˈiɾə# {GOLD: #ˈiɾə#}
338    | #iˌuːdikˈɑːnioː# | *#ɟˌuːdikˈɑːɲoː# | *#ɟˌyekˈɑɲø# | *#ɟəəkˈɑɲɛ# | *#ɟəəkˈɑɲɛ# | *#ɟəəkˈɑɲɛ# | *#ɟəəkˈãːɲ# {GOLD: >*} | *#ɟəəkˈəːɲ# {GOLD: >*} | *#ɟəəkˈəɲ# {GOLD: >*} | *#ɟəəkˈəɲ# | *#ɟəəkˈəɲ# {GOLD: #ɟykˈɔj#}
339    | #iˌuːdikˈɑːtɑm# | *#ɟˌuːdikˈɑːtɑ# | *#ɟˌyekˈɑtɑ# | *#ɟəəkˈɑtɑ# | *#ɟəəkˈɑtɑ# | *#ɟəəkˈɑtɑ# | *#ɟəəkˈatə# {GOLD: >*} | *#ɟəəkˈatə# {GOLD: >*} | *#ɟəəkˈatə# {GOLD: >*} | *#ɟəəkˈatə# | *#ɟəəkˈatə# {GOLD: #ɟykˈatə#}
340    | #iˌuːdˈikium# | *#ɟˌuːdˈikju# | *#ɟˌyˈekju# | *#ɟəˈikju# | *#ɟəˈicju# | *#ɟəˈicju# | *#ɟˈiːcj# {GOLD: >*} | *#ɟˈiːcj# {GOLD: #ɟˈyːc#} | *#ɟˈicj# {GOLD: >*} | *#ɟˈicj# | *#ɟˈit͡ʃj# {GOLD: #ɟˈyc#}
341    | #iˌuːnktˈuːrɑm# | *#ɟˌuːnktˈuːrɑ# | *#ɟˌynktˈyrɑ# | *#ɟənktˈyrɑ# | *#ɟənftˈyrɑ# | *#ɟənftˈyrɑ# | *#ɟə̃ftˈyːrə# {GOLD: >*} | *#ɟə̃ftˈyːɾə# {GOLD: >*} | *#ɟəftˈyɾə# {GOLD: >*} | *#ɟəftˈyɾə# | *#ɟəftˈyɾə# {GOLD: #ɟymtˈyɾə#}
342    | #iˈuːnktum# | *#ɟˈuːnktu# | *#ɟˈynktu# | *#ɟˈynktu# | *#ɟˈynftu# | *#ɟˈynftu# | *#ɟˈỹːft# {GOLD: >*} | *#ɟˈỹːft# {GOLD: >*} | *#ɟˈyft# {GOLD: >*} | *#ɟˈyft# | *#ɟˈyft# {GOLD: #ɟˈymt#}
343    | #iˌuːrˈɑːnioː# | *#ɟˌuːrˈɑːɲoː# | *#ɟˌyrˈɑɲø# | *#ɟərˈɑɲɛ# | *#ɟərˈɑɲɛ# | *#ɟərˈɑɲɛ# | *#ɟərˈãːɲ# {GOLD: >*} | *#ɟəɾˈəːɲ# {GOLD: >*} | *#ɟəɾˈəɲ# {GOLD: >*} | *#ɟəɾˈəɲ# | *#ɟəɾˈəɲ# {GOLD: #ɟəɾˈɔj#}
344    | #iˌuwˈenkɑm# | *#ɟˌuˈenkɑ# | *#ɟˌuˈɛnkɑ# | *#ɟəjˈɛnkɑ# | *#ɟəjˈɛnɡɑ# | *#ɟəjˈɛnɡɑ# | *#ɟəjˈɛ̃ːnɡə# {GOLD: >*} | *#ɟəjˈɛ̃ːnɡə# {GOLD: >*} | *#ɟəjˈɛnɡə# {GOLD: >*} | *#ɟəjˈɛnɡə# | *#ɟəjˈɛnɡə# {GOLD: #ɟuvˈɛŋɡə#}
345    | #kˈae̯kɑ# | *#kˈɛkɑ# | *#kˈɛkɑ# | *#kjˈɛkɑ# | *#cjˈɛkɑ# | *#cjˈɛkɑ# | *#cjˈɛkə# {GOLD: >*} | *#cjˈɛkə# {GOLD: >*} | *#cjˈɛkə# {GOLD: >*} | *#cjˈɛkə# | *#t͡ʃjˈɛkə# {GOLD: #cˈɛkə#}
346    | #kˈae̯lum# | *#kˈɛlːu# | *#kˈɛlːu# | *#kˈie̯lːu# | *#cˈie̯lːu# | *#cˈie̯lːu# | *#cˈie̯lː# {GOLD: #cˈie̯lˠ#} | *#cˈie̯lˠ# {GOLD: >*} | *#cˈie̯lˠ# {GOLD: >*} | *#cˈie̯lˠ# | *#t͡ʃˈie̯lˠ# {GOLD: #cˈie̯lˠ#}
347    | #kˌɑlɑmˈeːtum# | *#kˌɑlːɑmˈeːtu# | *#kˌɑlːɑmˈetu# | *#kəlːəmˈɛtu# | *#kəlːəmˈɛtu# | *#kəlːəmˈɛtu# | *#kəlːə̃mˈɛt# {GOLD: >*} | *#kəlˠə̃mˈɛt# {GOLD: >*} | *#kəlˠəmˈɛt# {GOLD: >*} | *#kəlˠəmˈɛt# | *#kəlˠəmˈɛt# {GOLD: #kalˠmˈɛt#}
348    | #kˈɑlɑmum# | *#kˈɑlːəmu# | *#kˈɑlːmu# | *#kˈɑlːmu# | *#kˈɑlːmu# | *#kˈɑlːmu# | *#kˈaːlːmb# {GOLD: >*} | *#kˈaːlˠmb# {GOLD: >*} | *#kˈalˠmb# {GOLD: #kˈalˠəm#} | *#kˈalˠmb# | *#kˈalˠmb# {GOLD: #kˈalˠm#}
349    | ... | ... | *#kˌɑlˈɑndɑ# | *#kəlˈɑndɑ# | *#kəlˈɑndɑ# | *#kəlˈɑndɑ# | *#kəlˈãːndə# {GOLD: #kəlˠˈɑ̃ntə#} | *#kəlˈəːndə# {GOLD: >*} | *#kəlˈəndə# {GOLD: >*} | *#kəlˈəndə# | *#kəlˈənə# {GOLD: #klˠˈandə#}
350    | #kˌɑlendˈɑːrium# | *#kˌɑʎendˈɑːrju# | *#kˌɑʎɛndˈɑrju# | *#kəʎəndˈɛrju# | *#kəʎəndˈɛrju# | *#kəʎəndˈɛrju# | *#kəʎə̃ndˈɛːrj# {GOLD: #kˌalˠəndˈuo̯ɾ#} | *#kəʎə̃ndˈɛːɾj# {GOLD: #kˌalˠn̩dˈuo̯ɾ#} | *#kəjəndˈɛɾj# {GOLD: #kˌalˠəndˈua̯ɾ#} | *#kəjəndˈɛɾj# | *#kəjənˈɛɾj# {GOLD: #kalˠnˈɔɾ#}
351    | #kˈɑlikem# | *#kˈɑʎəke# | *#kˈɑʎkɛ# | *#kˈiʎkɛ# | *#cˈiʎcɛ# | *#cˈiʎcɛ# | *#cˈiːʎc# {GOLD: >*} | *#cˈiːʎc# {GOLD: >*} | *#cˈijc# {GOLD: >*} | *#cˈijc# | *#t͡ʃˈijt͡ʃ# {GOLD: #cˈɛlc#}
352    | #kˌɑlkˈɑːriɑm# | *#kˌɑlkˈɑːrjɑ# | *#kˌɑlkˈɑrjɑ# | *#kəlkˈɛrjɑ# | *#kəlcˈɛrjɑ# | *#kəlcˈɛrjɑ# | *#kəlcˈɛːrɛ# {GOLD: #kl̩cɛɾɛ#} | *#kəlcˈɛːɾɛ# {GOLD: >*} | *#kəlcˈɛɾɛ# {GOLD: >*} | *#kəlcˈɛɾɛ# | *#kəlt͡ʃˈɛɾɛ# {GOLD: #ɡəlcˈɛɾɛ#}
353    | #kˈɑlliː# | *#kˈɑliː# | *#kˈɑli# | *#kˈɛli# | *#cˈɛli# | *#cˈɛli# | *#cˈɛːl# {GOLD: >*} | *#cˈɛːl# {GOLD: >*} | *#cˈɛl# {GOLD: >*} | *#cˈɛl# | *#t͡ʃˈɛl# {GOLD: #cˈɛl#}
354    | #kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈãːmbə# {GOLD: #kˈɑ̃mbə#} | *#kˈəːmbə# {GOLD: >*} | *#kˈəmbə# {GOLD: >*} | *#kˈəmbə# | *#kˈəmbə# {GOLD: #kˈəmbə#}
355    | #kˌɑmbiˈɑːnioː# | *#kˌɑmbjˈɑːɲoː# | *#kˌɑmbjˈɑɲø# | *#kəmbjˈɑɲɛ# | *#kəmbjˈɑɲɛ# | *#kəmbjˈɑɲɛ# | *#kə̃mbjˈãːɲ# {GOLD: >*} | *#kə̃mbjˈəːɲ# {GOLD: >*} | *#kəmbjˈəɲ# {GOLD: >*} | *#kəmbjˈəɲ# | *#kəmbjˈəɲ# {GOLD: #kəmbˈɛj#}
356    | #kˈɑmerɑ# | *#kˈɑmərɑ# | *#kˈɑmrɑ# | *#kˈɑmrɑ# | *#kˈɑmrɑ# | *#kˈɑmrɑ# | *#kˈãːmrə# {GOLD: >*} | *#kˈəːmɾə# {GOLD: >*} | *#kˈəmɾə# {GOLD: >*} | *#kˈəmɾə# | *#kˈəmɾə# {GOLD: #cˈɛməɾ#}
357    | #kˌɑmpˈɑːnɑ# | *#kˌɑmpˈɑːnɑ# | *#kˌɑmpˈɑnɑ# | *#kəmpˈɑnɑ# | *#kəmbˈɑnɑ# | *#kəmbˈɑnɑ# | *#kə̃mbˈãːnə# {GOLD: #km̩bˈɑ̃ɾ̃ə#} | *#kə̃mbˈəːɾə# {GOLD: ...} | ... {GOLD: ...} | ... | ... {GOLD: ...}
358    | ... | ... | ... | *#kəmpˈɔnɑ# | *#kəmbˈɔnɑ# | *#kəmbˈɔnɑ# | *#kə̃mbˈɔ̃ːnə# {GOLD: #km̩bˈɔ̃ɾ̃ə#} | *#kə̃mbˈɔ̃ːɾə# {GOLD: >*} | *#kəmbˈɔɾə# {GOLD: >*} | *#kəmbˈɔɾə# | *#kəmbˈɔɾə# {GOLD: #kəmbˈɔɾə#}
359    | #kˌɑmˈisiɑm# | *#kˌɑmˈisjɑ# | *#kˌɑmˈesjɑ# | *#kəmˈisjɑ# | *#kəmˈiʃjɑ# | *#kəmˈiʃjɑ# | *#kə̃mˈiːʃɛ# {GOLD: >*} | *#kə̃mˈiːʃɛ# {GOLD: >*} | *#kəmˈiʃɛ# {GOLD: >*} | *#kəmˈiʃɛ# | *#kəmˈiʃɛ# {GOLD: #kəmˈiʃə#}
360    | #kˈɑnɑpem# | *#kˈɑnəpe# | *#kˈɑnpɛ# | *#kˈɛnpɛ# | *#cˈɛnpɛ# | *#cˈɛnpɛ# | *#cˈɛ̃ːnp# {GOLD: #kˈɑ̃ɾ̃əp#} | *#cˈɛ̃ːnp# {GOLD: >*} | *#cˈɛnp# {GOLD: #kˈəɾəp#} | *#cˈɛnp# | *#t͡ʃˈɛnp# {GOLD: #kˈəɾp#}
361    | #kˌɑndˈeːlɑm# | *#kˌɑndˈeːlːɑ# | *#kˌɑndˈelːɑ# | *#kəndˈɛlːɑ# | *#kəndˈɛlːɑ# | *#kəndˈɛlːɑ# | *#kə̃ndˈɛːlːə# {GOLD: >*} | *#kə̃ndˈɛːlˠə# {GOLD: >*} | *#kəndˈɛlˠə# {GOLD: >*} | *#kəndˈɛlˠə# | *#kənˈɛlˠə# {GOLD: #kəndˈɛlˠə#}
362    | #kˈɑnnɑ# | *#kˈɑnːɑ# | *#kˈɑnːɑ# | *#kˈɑnːɑ# | *#kˈɑnːɑ# | *#kˈɑnːɑ# | *#kˈãːnːə# {GOLD: >*} | *#kˈəːnə# {GOLD: >*} | *#kˈənə# {GOLD: >*} | *#kˈənə# | *#kˈənə# {GOLD: #kˈanə#}
363    | #kˌɑnnˈɑːtɑm# | *#kˌɑnːˈɑːtɑ# | *#kˌɑnːˈɑtɑ# | *#kənːˈɑtɑ# | *#kənːˈɑtɑ# | *#kənːˈɑtɑ# | *#kə̃nːˈatə# {GOLD: >*} | *#kə̃nˈatə# {GOLD: >*} | *#kənˈatə# {GOLD: >*} | *#kənˈatə# | *#kənˈatə# {GOLD: #kənˈatə#}
364    | #kˌɑnnˈeːtum# | *#kˌɑnːˈeːtu# | *#kˌɑnːˈetu# | *#kənːˈɛtu# | *#kənːˈɛtu# | *#kənːˈɛtu# | *#kə̃nːˈɛt# {GOLD: >*} | *#kə̃nˈɛt# {GOLD: >*} | *#kənˈɛt# {GOLD: >*} | *#kənˈɛt# | *#kənˈɛt# {GOLD: #kənˈɛt#}
365    | #kˌɑntˈɑːnioː# | *#kˌɑntˈɑːɲoː# | *#kˌɑntˈɑɲø# | *#kəntˈɑɲɛ# | *#kəndˈɑɲɛ# | *#kəndˈɑɲɛ# | *#kə̃ndˈãːɲ# {GOLD: >*} | *#kə̃ndˈəːɲ# {GOLD: >*} | *#kəndˈəɲ# {GOLD: >*} | *#kəndˈəɲ# | *#kənˈəɲ# {GOLD: #kəndˈɔj#}
366    | #kˈɑntʰɑrum# | *#kˈɑntʰəru# | *#kˈɑntru# | *#kˈɑntru# | *#kˈɑndru# | *#kˈɑndru# | *#kˈãːndr# {GOLD: >*} | *#kˈəːndɾ# {GOLD: >*} | *#kˈəndɾ# {GOLD: >*} | *#kˈəndɾ# | *#kˈənɾ# {GOLD: #kˈandəɾ#}
367    | #kˈɑntikɑm# | *#kˈɑntəkɑ# | *#kˈɑntkɑ# | *#kˈɑntkɑ# | *#kˈɑndkɑ# | *#kˈɑndkɑ# | *#kˈãːndkə# {GOLD: #kˈɑ̃ntkə#} | *#kˈəːndkə# {GOLD: >*} | *#kˈəndkə# {GOLD: >*} | *#kˈəndkə# | *#kˈənkə# {GOLD: #kˈəŋɡə#}
368    | #kˌɑntikˈellum# | *#kˌɑntikˈelu# | *#kˌɑntekˈɛlu# | *#kəntəkjˈɛlu# | *#kəntəcjˈɛlu# | *#kəntəcjˈɛlu# | *#kə̃ntəcjˈɛːl# {GOLD: #kˌãntcˈɛl#} | *#kə̃ntəcjˈɛːl# {GOLD: >*} | *#kəntəcjˈɛl# {GOLD: >*} | *#kəntəcjˈɛl# | *#kəntət͡ʃjˈɛl# {GOLD: #kəɲɟˈɛl#}
369    | #kˌɑppˈellɑ# | *#kˌɑppˈelɑ# | *#kˌɑppˈɛlɑ# | *#kəppjˈɛlɑ# | *#kəppjˈɛlɑ# | *#kəppjˈɛlɑ# | *#kəppjˈɛːlə# {GOLD: >*} | *#kəppjˈɛːlə# {GOLD: >*} | *#kəppjˈɛlə# {GOLD: >*} | *#kəppjˈɛlə# | *#kəppjˈɛlə# {GOLD: #kapˈɛlə#}
370    | #kˌɑpreˈolum# | *#kˌɑprjˈolːu# | *#kˌɑprjˈolːu# | *#kəprjˈuo̯lːu# | *#kəprjˈuo̯lːu# | *#kəprjˈuo̯lːu# | *#kəprjˈuo̯lː# {GOLD: #kapɾˈuo̯lˠ#} | *#kəpɾjˈua̯lˠ# {GOLD: >*} | *#kəpɾjˈua̯lˠ# {GOLD: >*} | *#kəpɾjˈua̯lˠ# | *#kəpɾjˈua̯lˠ# {GOLD: #kapɾˈua̯lˠ#}
371    | #kˌɑpissˈɑːtɑm# | *#kˌɑpissˈɑːtɑ# | *#kˌɑpessˈɑtɑ# | *#kəpəssˈɑtɑ# | *#kəpəʃʃˈɑtɑ# | *#kəpəʃʃˈɑtɑ# | *#kəpəʃʃˈatə# {GOLD: >*} | *#kəpəʃʃˈatə# {GOLD: >*} | *#kəpəʃʃˈatə# {GOLD: >*} | *#kəpət͡ʃʃˈatə# | *#kəpət͡ʃʃˈatə# {GOLD: #kafʃˈatə#}
372    | #kˌɑpissˈonioː# | *#kˌɑpissˈoɲoː# | *#kˌɑpessˈoɲø# | *#kəpəssˈɔɲɛ# | *#kəpəʃʃˈɔɲɛ# | *#kəpəʃʃˈɔɲɛ# | *#kəpəʃʃˈɔ̃ːɲ# {GOLD: >*} | *#kəpəʃʃˈɔ̃ːɲ# {GOLD: >*} | *#kəpəʃʃˈɔɲ# {GOLD: >*} | *#kəpət͡ʃʃˈɔɲ# | *#kəpət͡ʃʃˈɔɲ# {GOLD: #kafʃˈɔj#}
373    | #kˌɑpˈistrum# | *#kˌɑpˈistru# | *#kˌɑpˈestru# | *#kəpˈɛstru# | *#kəpˈɛʃtru# | *#kəpˈɛʃtru# | *#kəpˈɛːʃtr# {GOLD: #kapɾˈɛʃtə#} | *#kəpˈɛːʃtɾ# {GOLD: #kəpɾˈɛʃə#} | *#kəpˈɛʃtɾ# {GOLD: >*} | *#kəpˈɛt͡ʃtɾ# | *#kəpˈɛt͡ʃtɾ# {GOLD: #kəpɾˈɛʃ#}
374    | #kˌɑpitˈiːnɑ# | *#kˌɑpitˈiːnɑ# | *#kˌɑpetˈinɑ# | *#kəpətˈinɑ# | *#kəpətˈinɑ# | *#kəpətˈinɑ# | *#kəpətˈĩːnə# {GOLD: >*} | *#kəpətˈĩːɾə# {GOLD: >*} | *#kəpətˈiɾə# {GOLD: >*} | *#kəpətˈiɾə# | *#kəpətˈiɾə# {GOLD: #kaptˈinə#}
375    | #kˌɑːpˈoːnem# | *#kˌɑːpˈoːne# | *#kˌɑpˈonɛ# | *#kəpˈye̯nɛ# | *#kəpˈye̯nɛ# | *#kəpˈye̯nɛ# | *#kəpˈye̯n# {GOLD: #kapˈuo̯#} | *#kəpˈye̯n# {GOLD: >*} | *#kəpˈye̯n# {GOLD: >*} | *#kəpˈye̯n# | *#kəpˈye̯n# {GOLD: #kapˈua̯#}
376    | #kˈɑpreum# | *#kˈɑprju# | *#kˈɑprju# | *#kˈɛprju# | *#cˈɛprju# | *#cˈɛprju# | *#cˈɛprj# {GOLD: >*} | *#cˈɛpɾj# {GOLD: >*} | *#cˈɛpɾj# {GOLD: >*} | *#cˈɛpɾj# | *#t͡ʃˈɛpɾj# {GOLD: #cˈɛpəɾ#}
377    | #kˈɑptiː# | *#kˈɑptiː# | *#kˈɑpti# | *#kˈɛpti# | *#cˈɛfti# | *#cˈɛfti# | *#cˈɛːft# {GOLD: >*} | *#cˈɛːft# {GOLD: >*} | *#cˈɛft# {GOLD: >*} | *#cˈɛft# | *#t͡ʃˈɛft# {GOLD: #cˈɛft#}
378    | #kˈɑriem# | *#kˈɑrje# | *#kˈɑrjɛ# | *#kˈɛrjɛ# | *#cˈɛrjɛ# | *#cˈɛrjɛ# | *#cˈɛːrj# {GOLD: >*} | *#cˈɛːɾj# {GOLD: >*} | *#cˈɛɾj# {GOLD: >*} | *#cˈɛɾj# | *#t͡ʃˈɛɾj# {GOLD: #cˈɛrɛ#}
379    | #kˌɑrpˈutioː# | *#kˌɑrpˈutjoː# | *#kˌɑrpˈutjø# | *#kərpˈytjɛ# | *#kərpˈy?1ɛ# | *#kərpˈy?1ɛ# | *#kərpˈy?1# {GOLD: >*} | *#kəɾpˈy?1# {GOLD: >*} | *#kəɾpˈy?1# {GOLD: >*} | *#kəɾpˈy?1# | *#kəɾpˈy?1# {GOLD: #kəɾpˈus#}
380    | ... | ... | ... | ... | *#kˌɑrrjˈozʊ# | *#kˌɑrrjˈozʊ# | *#kˌarrjˈoːz# {GOLD: >*} | *#kˌaɾɾjˈoːz# {GOLD: >*} | *#kəɾɾjˈos# {GOLD: >*} | *#kəɾɾjˈos# | *#kəɾɾjˈos# {GOLD: #cəɾˈɔz#}
381    | #kˌɑrminˈɑːnioː# | *#kˌɑrminˈɑːɲoː# | *#kˌɑrmenˈɑɲø# | *#kərmənˈɑɲɛ# | *#kərmənˈɑɲɛ# | *#kərmənˈɑɲɛ# | *#kərmə̃nˈãːɲ# {GOLD: >*} | *#kəɾmbə̃ɾˈəːɲ# {GOLD: >*} | *#kəɾmbəɾˈəɲ# {GOLD: >*} | *#kəɾmbəɾˈəɲ# | *#kəɾmbəɾˈəɲ# {GOLD: #kɛɾɲˈɔj#}
382    | #kˈɑrrɑ# | *#kˈɑrːɑ# | *#kˈɑrːɑ# | *#kˈɑrːɑ# | *#kˈɑrːɑ# | *#kˈɑrːɑ# | *#kˈaːrːə# {GOLD: >*} | *#kˈaːrə# {GOLD: >*} | *#kˈarə# {GOLD: >*} | *#kˈarə# | *#kˈarə# {GOLD: #kˈarə#}
383    | #kˈɑrriː# | *#kˈɑrːiː# | *#kˈɑrːi# | *#kˈɛrːi# | *#cˈɛrːi# | *#cˈɛrːi# | *#cˈɛːrː# {GOLD: >*} | *#cˈɛːr# {GOLD: >*} | *#cˈɛr# {GOLD: >*} | *#cˈɛr# | *#t͡ʃˈɛr# {GOLD: #cˈɛr#}
384    | #kˌɑrrˌiːkulˈɑːnioː# | *#kˌɑrːˌiːkulːˈɑːɲoː# | *#kˌɑrːˌikulːˈɑɲø# | *#kərːəkəlːˈɑɲɛ# | *#kərːəkəlːˈɑɲɛ# | *#kərːəkəlːˈɑɲɛ# | *#kərːəkəlːˈãːɲ# {GOLD: >*} | *#kərəkəlˠˈəːɲ# {GOLD: >*} | *#kərəkəlˠˈəɲ# {GOLD: >*} | *#kərəkəlˠˈəɲ# | *#kərəkəlˠˈəɲ# {GOLD: #kriklˠˈɔj#}
385    | #kˌɑrsˈɑːnɑm# | *#kˌɑrsˈɑːnɑ# | *#kˌɑrsˈɑnɑ# | *#kərsˈɑnɑ# | *#kərʃˈɑnɑ# | *#kərʃˈɑnɑ# | *#kərʃˈãːnə# {GOLD: #kɾ̩ʃˈɑ̃ɾ̃ə#} | *#kəɾʃˈəːɾə# {GOLD: >*} | *#kəɾʃˈəɾə# {GOLD: >*} | *#kəɾʃˈəɾə# | *#kəɾʃˈəɾə# {GOLD: #ɡəɾʃˈəɾə#}
386    | #kʰˈɑrtɑm# | *#kʰˈɑrtɑ# | *#kˈɑrtɑ# | *#kˈɑrtɑ# | *#kˈɑrtɑ# | *#kˈɑrtɑ# | *#kˈaːrtə# {GOLD: >*} | *#kˈaːɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: >*} | *#kˈaɾtə# | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
387    | #kˈɑsinɑ# | *#kˈɑsənɑ# | *#kˈɑsnɑ# | *#kˈɑsnɑ# | *#kˈɑʃnɑ# | *#kˈɑʃnɑ# | *#kˈaːʒnə# {GOLD: >*} | *#kˈaːʒnə# {GOLD: >*} | *#kˈaʒnə# {GOLD: >*} | *#kˈaʒnə# | *#kˈaʒnə# {GOLD: #cˈɛʃəɾ#}
388    | #kˌɑstˈɑneɑm# | *#kˌɑstˈɑɲɑ# | *#kˌɑstˈɑɲɑ# | *#kəstˈɑɲɑ# | *#fʃtˈɑɲɑ# | *#fʃtˈɑɲɑ# | *#fʃtˈãːɲə# {GOLD: #kəʃtˈɛ̃ɲə#} | *#fʃtˈəːɲə# {GOLD: >*} | *#fʃtˈəɲə# {GOLD: >*} | *#ft͡ʃtˈəɲə# | *#ft͡ʃtˈəɲə# {GOLD: #ɡəʃtˈɛɲə#}
389    | #kˌɑstɑnˈettum# | *#kˌɑstɑnˈettu# | *#kˌɑstɑnˈɛttu# | *#kəstənjˈɛttu# | *#fʃtənjˈɛttu# | *#fʃtənjˈɛttu# | *#fʃtə̃njˈɛtt# {GOLD: >*} | *#fʃtə̃njˈɛtt# {GOLD: >*} | *#fʃtənjˈɛtt# {GOLD: >*} | *#ft͡ʃtənjˈɛtt# | *#ft͡ʃtənjˈɛtt# {GOLD: #kaʃɲˈɛt#}
390    | #kˌɑstˈellɑm# | *#kˌɑstˈelɑ# | *#kˌɑstˈɛlɑ# | *#kəstjˈɛlɑ# | *#fʃ?1ˈɛlɑ# | *#fʃ?1ˈɛlɑ# | *#fʃ?1ˈɛːlə# {GOLD: >*} | *#fʃ?1ˈɛːlə# {GOLD: >*} | *#fʃ?1ˈɛlə# {GOLD: >*} | *#ft͡ʃ?1ˈɛlə# | *#ft͡ʃ?1ˈɛlə# {GOLD: #kəʃtjˈɛlˠə#}
391    | #kˌɑstˈellum# | *#kˌɑstˈelu# | *#kˌɑstˈɛlu# | *#kəstjˈɛlu# | *#fʃ?1ˈɛlu# | *#fʃ?1ˈɛlu# | *#fʃ?1ˈɛːl# {GOLD: >*} | *#fʃ?1ˈɛːl# {GOLD: >*} | *#fʃ?1ˈɛl# {GOLD: #kəʃtjˈɛl#} | *#ft͡ʃ?1ˈɛl# | *#ft͡ʃ?1ˈɛl# {GOLD: ...}
392    | ... | ... | ... | ... | *#kˈaɸka# | *#kˈaɸka# | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: >*} | *#kˈafkə# | *#kˈafkə# {GOLD: #kˈafkə#}
393    | ... | ... | ... | ... | *#kˈaɸʃa# | *#kˈaɸʃa# | *#kˈafʃə# {GOLD: >*} | *#kˈafʃə# {GOLD: >*} | *#kˈafʃə# {GOLD: >*} | *#kˈafʃə# | *#kˈafʃə# {GOLD: #kˈafʃə#}
394    | ... | ... | *#kˈɛllɑ# | *#kjˈɛllɑ# | *#cjˈɛllɑ# | *#cjˈɛllɑ# | *#cjˈɛːllə# {GOLD: >*} | *#cjˈɛːllə# {GOLD: >*} | *#cjˈɛllə# {GOLD: >*} | *#cjˈɛllə# | *#t͡ʃjˈɛllə# {GOLD: #cˈɛlə#}
395    | #kˌellˈɑːnioː# | *#kˌelˈɑːɲoː# | *#kˌɛlˈɑɲø# | *#kəlˈɑɲɛ# | *#kəlˈɑɲɛ# | *#kəlˈɑɲɛ# | *#kəlˈãːɲ# {GOLD: >*} | *#kəlˈəːɲ# {GOLD: >*} | *#kəlˈəɲ# {GOLD: >*} | *#kəlˈəɲ# | *#kəlˈəɲ# {GOLD: #cəlˠˈɔj#}
396    | #kˈentiː# | *#kˈentiː# | *#kˈɛnti# | *#kˈinti# | *#cˈindi# | *#cˈindi# | *#cˈĩːnd# {GOLD: >*} | *#cˈĩːnd# {GOLD: >*} | *#cˈind# {GOLD: >*} | *#cˈind# | *#t͡ʃˈin# {GOLD: #cˈind#}
397    | #kˈentrum# | *#kˈentru# | *#kˈɛntru# | *#kjˈɛntru# | *#cjˈɛndru# | *#cjˈɛndru# | *#cjˈɛ̃ːndr# {GOLD: #cˈɛ̃ntɾ̩#} | *#cjˈɛ̃ːndɾ# {GOLD: >*} | *#cjˈɛndɾ# {GOLD: >*} | *#cjˈɛndɾ# | *#t͡ʃjˈɛnɾ# {GOLD: #cˈɛndəɾ#}
398    | #kˌentrˈɑːnioː# | *#kˌentrˈɑːɲoː# | *#kˌɛntrˈɑɲø# | *#kəntrˈɑɲɛ# | *#kəndrˈɑɲɛ# | *#kəndrˈɑɲɛ# | *#kə̃ndrˈãːɲ# {GOLD: >*} | *#kə̃ndɾˈəːɲ# {GOLD: >*} | *#kəndɾˈəɲ# {GOLD: >*} | *#kəndɾˈəɲ# | *#kənɾˈəɲ# {GOLD: #cɛndɾˈɔj#}
399    | #kˈeːpɑ# | *#kˈeːpɑ# | *#kˈepɑ# | *#kˈɛpɑ# | *#cˈɛpɑ# | *#cˈɛpɑ# | *#cˈɛpə# {GOLD: #cˈɛpə#} | *#cˈɛpə# {GOLD: >*} | *#cˈɛpə# {GOLD: >*} | *#cˈɛpə# | *#t͡ʃˈɛpə# {GOLD: #cˈɛpə#}
