etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
561    | ... | ... | ... | ... | *#sˌerbiːtˈoːre# | *#sˌɛrbitˈorɛ# | *#sərbətˈye̯rɛ# | *#ʃərbətˈye̯rɛ# | *#ʃərbətˈye̯rɛ# | *#ʃərbətˈye̯r# {GOLD: #ʃɛɾbətˈuo̯ɾ#} | *#ʃəɾbətˈye̯ɾ# {GOLD: >*} | *#ʃəɾbətˈye̯ɾ# {GOLD: >*} | *#ʃəɾbətˈye̯ɾ# | *#ʃəɾbətˈye̯ɾ# {GOLD: #ʃəɾbətˈɔɾ#}
562    | ... | ... | ... | ... | *#sˌerbˈiɲoː# | *#sˌɛrbˈeɲø# | *#sərbˈɛɲɛ# | *#ʃərbˈɛɲɛ# | *#ʃərbˈɛɲɛ# | *#ʃərbˈɛ̃ːɲ# {GOLD: #ʃr̩bˈɛj#} | *#ʃəɾbˈɛ̃ːɲ# {GOLD: >*} | *#ʃəɾbˈɛɲ# {GOLD: >*} | *#ʃəɾbˈɛɲ# | *#ʃəɾbˈɛɲ# {GOLD: #ʃəɾbˈɛj#}
563    | ... | ... | ... | ... | *#sˌerbˈitju# | *#sˌɛrbˈetju# | *#sərbˈitju# | *#ʃərbˈi?1u# | *#ʃərbˈi?1u# | *#ʃərbˈi?1# {GOLD: #ʃɾ̩bˈɛs#} | *#ʃəɾbˈi?1# {GOLD: >*} | *#ʃəɾbˈi?1# {GOLD: >*} | *#ʃəɾbˈi?1# | *#ʃəɾbˈi?1# {GOLD: #ʃəɾbˈɛs#}
564    | ... | ... | ... | ... | *#sˌɑrmˈentu# | *#sˌɑrmˈɛntu# | *#sərmjˈɛntu# | *#ʃərmjˈɛndu# | *#ʃərmjˈɛndu# | *#ʃərmjˈɛ̃ːnd# {GOLD: #ʃəɾmˈɛ̃nt#} | *#ʃəɾmjˈɛ̃ːnd# {GOLD: >*} | *#ʃəɾmjˈɛnd# {GOLD: >*} | *#ʃəɾmjˈɛnd# | *#ʃəɾmjˈɛn# {GOLD: #ʃəɾmˈɛnd#}
565    | ... | ... | ... | ... | ... | *#sˌɑnktumˌexɑˈilo# | *#sənktəməxəˈilɔ# | *#ʃənftəməxəˈilɔ# | *#ʃənftəməxəˈilɔ# | *#ʃə̃ftə̃məxˈiːl# {GOLD: >*} | *#ʃə̃ftə̃mbəhˈiːl# {GOLD: >*} | *#ʃəftəmbəhˈil# {GOLD: >*} | *#ʃəftəmbəhˈil# | *#ʃəftəmbəhˈil# {GOLD: #ʃəməhˈilˠ#}
566    | ... | ... | ... | ... | ... | *#sˌɑnktuˌimˈitreu# | *#sənktəəmˈitrɛu# | *#ʃənftəəmˈitrɛu# | *#ʃənftəəmˈitrɛu# | *#ʃə̃ftəə̃mˈitrɛ# {GOLD: >*} | *#ʃə̃ftəə̃mˈitɾɛ# {GOLD: >*} | *#ʃəftəəmˈitɾɛ# {GOLD: >*} | *#ʃəftəəmˈitɾɛ# | *#ʃəftəəmˈitɾɛ# {GOLD: #ʃəmˈitəɾ#}
567    | ... | ... | ... | ... | *#ˌeksˌɑnimˈɑːɲoː# | *#ˌɛksˌɑnemˈɑɲø# | *#ksənəmˈɑɲɛ# | *#fʃənəmˈɑɲɛ# | *#fʃənəmˈɑɲɛ# | *#fʃə̃nə̃mˈãːɲ# {GOLD: >*} | *#fʃə̃ɾə̃mˈəːɲ# {GOLD: >*} | *#fʃəɾəmˈəɲ# {GOLD: >*} | *#fʃəɾəmˈəɲ# | *#fʃəɾəmˈəɲ# {GOLD: #ʃəmˈɔj#}
568    | ... | ... | ... | ... | *#ˌeksˌɑmputˈɑːɲoː# | *#ˌɛksˌɑmputˈɑɲø# | *#ksəmpətˈɑɲɛ# | *#fʃəmbətˈɑɲɛ# | *#fʃəmbətˈɑɲɛ# | *#fʃə̃mbətˈãːɲ# {GOLD: >*} | *#fʃə̃mbətˈəːɲ# {GOLD: >*} | *#fʃəmbətˈəɲ# {GOLD: >*} | *#fʃəmbətˈəɲ# | *#fʃəmbətˈəɲ# {GOLD: #ʃəmtˈɔj#}
569    | ... | ... | ... | ... | *#sˌimilːˈɑːɲoː# | *#sˌemelːˈɑɲø# | *#səməlːˈɑɲɛ# | *#ʃəməlːˈɑɲɛ# | *#ʃəməlːˈɑɲɛ# | *#ʃə̃məlːˈãːɲ# {GOLD: >*} | *#ʃə̃mbəlˠˈəːɲ# {GOLD: >*} | *#ʃəmbəlˠˈəɲ# {GOLD: >*} | *#ʃəmbəlˠˈəɲ# | *#ʃəmbəlˠˈəɲ# {GOLD: #ʃəmbəlˠˈɛj#}
570    | ... | ... | ... | ... | *#sˌimilːɑtˈuːrɑ# | *#sˌemelːɑtˈyrɑ# | *#səməlːətˈyrɑ# | *#ʃəməlːətˈyrɑ# | *#ʃəməlːətˈyrɑ# | *#ʃə̃məlːətˈyːrə# {GOLD: >*} | *#ʃə̃mbəlˠətˈyːɾə# {GOLD: >*} | *#ʃəmbəlˠətˈyɾə# {GOLD: >*} | *#ʃəmbəlˠətˈyɾə# | *#ʃəmbəlˠətˈyɾə# {GOLD: #ʃəmbəlˠtˈyɾə#}
571    | ... | ... | ... | ... | *#sˌɑrkinˈɑːrju# | *#sˌɑrkenˈɑrju# | *#sərkənˈɛrju# | *#ʃərkənˈɛrju# | *#ʃərkənˈɛrju# | *#ʃərkə̃nˈɛːrj# {GOLD: #ʃɛlcəɾ̃ˈuo̯ɾ#} | *#ʃəɾkə̃ɾˈɛːɾj# {GOLD: >*} | *#ʃəɾkəɾˈɛɾj# {GOLD: #ʃˌɛlcəɾˈua̯ɾ#} | *#ʃəɾkəɾˈɛɾj# | *#ʃəɾkəɾˈɛɾj# {GOLD: #ʃɛlcəɾˈɔɾ#}
572    | ... | ... | ... | ... | *#sˌɑʎikˈeːtu# | *#sˌɑʎekˈetu# | *#səʎəkˈɛtu# | *#ʃəʎəcˈɛtu# | *#ʃəʎəcˈɛtu# | *#ʃəʎcˈɛt# {GOLD: >*} | *#ʃəʎcˈɛt# {GOLD: >*} | *#ʃəjcˈɛt# {GOLD: >*} | *#ʃəjcˈɛt# | *#ʃəjt͡ʃˈɛt# {GOLD: #ʃɛlcˈɛt#}
573    | ... | ... | ... | ... | *#sˌɑlbjˈelɑ# | *#sˌɑlbjˈɛlɑ# | *#səlbjjˈɛlɑ# | *#ʃəlbjjˈɛlɑ# | *#ʃəlbjjˈɛlɑ# | *#ʃəlbjjˈɛːlə# {GOLD: >*} | *#ʃəlbjjˈɛːlə# {GOLD: >*} | *#ʃəlbjjˈɛlə# {GOLD: >*} | *#ʃəlbjjˈɛlə# | *#ʃəlbjjˈɛlə# {GOLD: #ʃɛɾbˈɛlə#}
574    | ... | ... | ... | ... | *#sˌortiʎeɡˈiːɑ# | *#sˌorteʎɛɡˈiɑ# | *#sərtəʎəɡˈiɑ# | *#ʃərtəʎəɟˈiɑ# | *#ʃərtəʎəɟˈiɑ# | *#ʃərtəʎɟˈiː# {GOLD: #ʃɛrɛɟˈi#} | *#ʃəɾtəʎɟˈiː# {GOLD: >*} | *#ʃəɾtəjɟˈi# {GOLD: >*} | *#ʃəɾtəjɟˈi# | *#ʃəɾtəjɟˈi# {GOLD: #ʃɛrəɟi#}
