etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Standard Albanian | Output {GOLD}
194    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌuʃˈit͡sɑ# | *#ʃˌuʃˈit͡sɑ# | *#ʃˌuʃˈiːt͡sə# {GOLD: #ʃˌuʃˈit͡sə#} | *#ʃˌuʃˈiːt͡sə# | *#ʃəʃˈit͡sə# | *#ʃəʃˈit͡sə# | *#ʃəʃˈit͡sə# {GOLD: #ʃuʃˈit͡sə#}
195    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌɯpʎˈɑkɑ# | *#ʃˌɯpʎˈɑkɑ# | *#ʃˌupʎˈakə# {GOLD: >*} | *#ʃˌupʎˈakə# | *#ʃəpjˈakə# | *#ʃəpjˈakə# | *#ʃəpjˈakə# {GOLD: #ʃuplˈakə#}
196    | ... | ... | ... | ... | ... | ... | ... | *#ʃˈʊlʊɑ# | *#ʃˈʊlʊɑ# | *#ʃˈɔːʷlə# {GOLD: >*} | *#ʃˈɔːʷlə# | *#ʃˈʊlə# | *#ʃˈʊlə# | *#ʃˈʊlə# {GOLD: #ʃˈulˠə#}
197    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʃˈuːl# {GOLD: >*} | *#ʃˈuːl# | *#ʃˈul# | *#ʃˈul# | *#ʃˈul# {GOLD: #ʃˈul#}
198    | ... | ... | ... | ... | ... | ... | ... | *#ʃlˈɒtɑ# | *#ʃlˈɒtɑ# | *#ʒlˈatə# {GOLD: >*} | *#ʒlˈatə# | *#ʒlˈatə# | *#ʒlˈatə# | *#ʒlˈatə# {GOLD: #ʃcˈɔtə#}
199    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˌʊrmˈɛnnɛ# | *#ʃtˌʊrmˈɛnnɛ# | *#ʃtˌʊrmˈɛ̃ːnn# {GOLD: #ʃtˌɾ̩mˈɛnː#} | *#ʃtˌʊɾmˈɛ̃ːnn# | *#ʃtəɾmˈɛnn# | *#t͡ʃtəɾmˈɛnn# | *#t͡ʃtəɾmˈɛnn# {GOLD: #ʃtəɾmˈɛn#}
200    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˌɒpˈɑnjɑ# | *#ʃtˌɒpˈɑnjɑ# | *#ʃtˌapˈãːnɛ# {GOLD: #ʃtəpˈɑ̃ɲə#} | *#ʃtˌapˈəːɾɛ# | *#ʃtəpˈəɾɛ# | *#t͡ʃtəpˈəɾɛ# | *#t͡ʃtəpˈəɾɛ# {GOLD: #ʃtəpˈajə#}
201    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˌɒpˈɑn?2̬ɑ# | *#ʃtˌɒpˈɑn?2̬ɑ# | *#ʃtˌapˈãː?2̬ə# {GOLD: #ʃtəpˈɑ̃ːzə#} | *#ʃtˌapˈəː?2̬ə# | *#ʃtəpˈə?2̬ə# | *#t͡ʃtəpˈə?2̬ə# | *#t͡ʃtəpˈə?2̬ə# {GOLD: #ʃtəpˈəzə#}
202    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˌɒpɑnˈɛʃɑ# | *#ʃtˌɒpɑnˈɛʃɑ# | *#ʃtˌapãnˈɛːʃə# {GOLD: >*} | *#ʃtˌapə̃ɾˈɛːʃə# | *#ʃtˌapəɾˈɛʃə# | *#t͡ʃtapəɾˈɛʃə# | *#t͡ʃtapəɾˈɛʃə# {GOLD: #ʃtəpɾˈɛʃə#}
203    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˌɒpˈɑnʊ# | *#ʃtˌɒpˈɑnʊ# | *#ʃtˌapˈãː# {GOLD: #ʃtəpˈɑ̃ɾ̃#} | *#ʃtˌapˈəː# | *#ʃtəpˈə# | *#t͡ʃtəpˈə# | *#t͡ʃtəpˈə# {GOLD: #ʃtˈəpəɾ#}
204    | ... | ... | ... | ... | ... | ... | ... | *#ʃtˈɯnjɑ# | *#ʃtˈɯnjɑ# | *#ʃtˈũːnɛ# {GOLD: #ʃtˈũɲə#} | *#ʃtˈũːɾɛ# | *#ʃtˈuɾɛ# | *#t͡ʃtˈuɾɛ# | *#t͡ʃtˈuɾɛ# {GOLD: #ʃtˈuɲə#}
205    | ... | ... | ... | ... | ... | ... | ... | *#ʃtrˈɑʒɑ# | *#ʃtrˈɑʒɑ# | *#ʃtrˈaːʒə# {GOLD: >*} | *#ʃtɾˈaːʒə# | *#ʃtɾˈaʒə# | *#t͡ʃtɾˈaʒə# | *#t͡ʃtɾˈaʒə# {GOLD: #ʃtɾˈazə#}
206    | ... | ... | ... | ... | ... | ... | ... | *#ʃˌɑɟˈitɪ# | *#ʃˌɑɟˈitɪ# | *#ʃˌaɟˈit# {GOLD: #ʃˌaɡˈit#} | *#ʃˌaɟˈit# | *#ʃəɟˈit# | *#ʃəɟˈit# | *#ʃəɟˈit# {GOLD: #ʒaɡˈit#}
207    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʒˈɛɡ# {GOLD: >*} | *#ʒˈɛɡ# | *#ʒˈɛɡ# | *#ʒˈɛɡ# | *#ʒˈɛɡ# {GOLD: #ʒˈɛɡ#}
208    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ʒˌãbˈĩːnə# {GOLD: >*} | *#ʒˌə̃bˈĩːɾə# | *#ʒəbˈiɾə# | *#ʒəbˈiɾə# | *#ʒəbˈiɾə# {GOLD: #ʒumbˈinə#}
209    | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈɒ̃ɡɑ# | *#tˈãɡə# {GOLD: >*} | *#tˈə̃ɡə# | *#tˈəɡə# | *#tˈəɡə# | *#tˈəɡə# {GOLD: #tˈaŋɡə#}
210    | ... | ... | ... | ... | ... | ... | ... | *#tˌʊrkˈɑtɪ# | *#tˌʊrkˈɑtɪ# | *#tˌʊrkˈat# {GOLD: >*} | *#tˌʊɾkˈat# | *#təɾkˈat# | *#təɾkˈat# | *#təɾkˈat# {GOLD: #təɾkˈat#}
211    | ... | ... | ... | ... | ... | ... | ... | *#tˌɪrpˈætɪ# | *#tˌɪrpˈætɪ# | *#tˌɪrpˈɛt# {GOLD: >*} | *#tˌɪɾpˈɛt# | *#təɾpˈɛt# | *#təɾpˈɛt# | *#təɾpˈɛt# {GOLD: #təɾpˈit#}
212    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈɛk# {GOLD: >*} | *#tˈɛk# | *#tˈɛk# | *#tˈɛk# | *#tˈɛk# {GOLD: #tˈɛk#}
213    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈi# {GOLD: >*} | *#tˈi# | *#tˈi# | *#tˈi# | *#tˈi# {GOLD: #tˈis#}
214    | ... | ... | ... | ... | ... | ... | ... | *#tˈɑjɪnɑ# | *#tˈɑjɪnɑ# | *#tˈajnə# {GOLD: >*} | *#tˈajnə# | *#tˈajnə# | *#tˈajnə# | *#tˈajnə# {GOLD: #tˈinə#}
215    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈĩːnə# {GOLD: >*} | *#tˈĩːɾə# | *#tˈiɾə# | *#tˈiɾə# | *#tˈiɾə# {GOLD: #tˈinə#}
216    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌat͡ʃˈidlə# {GOLD: >*} | *#tˌat͡ʃˈidlə# | *#tət͡ʃˈidlə# | *#tət͡ʃˈidlə# | *#tət͡ʃˈidlə# {GOLD: #tɔt͡ʃˈilˠə#}
217    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌat͡ʃˈit# {GOLD: >*} | *#tˌat͡ʃˈit# | *#tət͡ʃˈit# | *#tət͡ʃˈit# | *#tət͡ʃˈit# {GOLD: #tɔt͡ʃˈit#}
218    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌarˈiːʃt͡ʃ# {GOLD: >*} | *#tˌaɾˈiːʃt͡ʃ# | *#təɾˈiʃt͡ʃ# | *#təɾˈit͡ʃt͡ʃ# | *#təɾˈit͡ʃt͡ʃ# {GOLD: #tɔɾˈiʃtə#}
219    | ... | ... | ... | ... | ... | ... | ... | *#tˌɒrˈɒwʊ# | *#tˌɒrˈɒwʊ# | *#tˌarˈaw# {GOLD: >*} | *#tˌaɾˈaw# | *#təɾˈaw# | *#təɾˈaw# | *#təɾˈaw# {GOLD: #tɔɾˈua̯#}
220    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌapˈidl# {GOLD: >*} | *#tˌapˈidl# | *#təpˈidl# | *#təpˈidl# | *#təpˈidl# {GOLD: #tɔpˈil#}
221    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈakə# {GOLD: >*} | *#tˈakə# | *#tˈakə# | *#tˈakə# | *#tˈakə# {GOLD: #tˈɔkə#}
222    | ... | ... | ... | ... | ... | ... | ... | *#tˈɒpɒrʊ# | *#tˈɒpɒrʊ# | *#tˈapar# {GOLD: >*} | *#tˈapaɾ# | *#tˈapaɾ# | *#tˈapaɾ# | *#tˈapaɾ# {GOLD: #tˈɔpəɾ#}
223    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˌũt͡sjˈãː# {GOLD: >*} | *#tˌũt͡sjˈəː# | *#tət͡sjˈə# | *#tət͡sjˈə# | *#tət͡sjˈə# {GOLD: #tunt͡ʃˈan#}
224    | ... | ... | ... | ... | ... | ... | ... | *#tˈɯnjɑ# | *#tˈɯnjɑ# | *#tˈũːnɛ# {GOLD: #tˈũɲə#} | *#tˈũːɾɛ# | *#tˈuɾɛ# | *#tˈuɾɛ# | *#tˈuɾɛ# {GOLD: #tˈuɲə#}
225    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tˈũː# {GOLD: >*} | *#tˈũː# | *#tˈu# | *#tˈu# | *#tˈu# {GOLD: #tˈun#}
226    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#trˈap# {GOLD: >*} | *#tɾˈap# | *#tɾˈap# | *#tɾˈap# | *#tɾˈap# {GOLD: #tɾˈap#}
227    | ... | ... | ... | ... | ... | ... | ... | *#trˈɪʃʊ# | *#trˈɪʃʊ# | *#trˈɪːʃ# {GOLD: >*} | *#tɾˈɪːʃ# | *#tɾˈɪʃ# | *#tɾˈɪʃ# | *#tɾˈɪʃ# {GOLD: #tɾˈiʃ#}
228    | ... | ... | ... | ... | ... | ... | ... | *#tˈɪrʃu# | *#tˈɪrʃu# | *#tˈɪːrʃ# {GOLD: >*} | *#tˈɪːɾʃ# | *#tˈɪɾʃ# | *#tˈɪɾʃ# | *#tˈɪɾʃ# {GOLD: #tɾˈiʃ#}
229    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#trˌãtˈit# {GOLD: >*} | *#tɾˌə̃tˈit# | *#tɾətˈit# | *#tɾətˈit# | *#tɾətˈit# {GOLD: #tɾɔndˈit#}
230    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#trˈaxə# {GOLD: >*} | *#tɾˈahə# | *#tɾˈahə# | *#tɾˈahə# | *#tɾˈahə# {GOLD: #tɾˈɔhə#}
231    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌarˈaːvə# {GOLD: >*} | *#dˌaɾˈaːvə# | *#dəɾˈavə# | *#dəɾˈavə# | *#dəɾˈavə# {GOLD: #daɾˈɔvə#}
232    | ... | ... | ... | ... | ... | ... | ... | *#dˈɒlftɑ# | *#dˈɒlftɑ# | *#dˈaːlftə# {GOLD: >*} | *#dˈaːlftə# | *#dˈalftə# | *#dˈalftə# | *#dˈalftə# {GOLD: #dˈaltə#}
233    | ... | ... | ... | ... | ... | ... | ... | *#dˌɛʃnˈit͡sɑ# | *#dˌɛʃnˈit͡sɑ# | *#dˌɛʒnˈiːt͡sə# {GOLD: #dˌɪʃnˈit͡sə#} | *#dˌɛʒnˈiːt͡sə# | *#dəʒnˈit͡sə# | *#dəʒnˈit͡sə# | *#dəʒnˈit͡sə# {GOLD: #dəʃnˈit͡sə#}
234    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɛlbtˈĩːnə# {GOLD: >*} | *#dˌɛlbtˈĩːɾə# | *#dəlbtˈiɾə# | *#dəlbtˈiɾə# | *#dəlbtˈiɾə# {GOLD: #dɛltˈinə#}
235    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌixˈat# {GOLD: >*} | *#dˌihˈat# | *#dəhˈat# | *#dəhˈat# | *#dəhˈat# {GOLD: #dihˈat#}
236    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈiːrə# {GOLD: >*} | *#dˈiːɾə# | *#dˈiɾə# | *#dˈiɾə# | *#dˈiɾə# {GOLD: #dˈiɾə#}
237    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈɪbrə# {GOLD: >*} | *#dˈɪbɾə# | *#dˈɪbɾə# | *#dˈɪbɾə# | *#dˈɪbɾə# {GOLD: #dˈibəɾ#}
238    | ... | ... | ... | ... | ... | ... | ... | *#dˈɪbrjʊ# | *#dˈɪbrjʊ# | *#dˈɪbrj# {GOLD: #dˈibər#} | *#dˈɪbɾj# | *#dˈɪbɾj# | *#dˈɪbɾj# | *#dˈɪbɾj# {GOLD: #dˈibər#}
239    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌalˈĩːnə# {GOLD: >*} | *#dˌalˈĩːɾə# | *#dəlˈiɾə# | *#dəlˈiɾə# | *#dəlˈiɾə# {GOLD: #dɔlˈinə#}
240    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌabˈit# {GOLD: >*} | *#dˌabˈit# | *#dəbˈit# | *#dəbˈit# | *#dəbˈit# {GOLD: #dɔbˈit#}
241    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈajkə# {GOLD: >*} | *#dˈajkə# | *#dˈajkə# | *#dˈajkə# | *#dˈajkə# {GOLD: #dˈɔjkə#}
242    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈab# {GOLD: >*} | *#dˈab# | *#dˈab# | *#dˈab# | *#dˈab# {GOLD: #dˈɔb#}
243    | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɒ̃brˈɑj# | *#dˌãbrˈaj# {GOLD: #dumbɾˈɛː#} | *#dˌə̃bɾˈaj# | *#dəbɾˈaj# | *#dəbɾˈaj# | *#dəbɾˈaj# {GOLD: #dumbɾˈɛ#}
244    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈãbr# {GOLD: >*} | *#dˈə̃bɾ# | *#dˈəbɾ# | *#dˈəbɾ# | *#dˈəbɾ# {GOLD: #dˈumbəɾ#}
245    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#drˈaɡə# {GOLD: >*} | *#dɾˈaɡə# | *#dɾˈaɡə# | *#dɾˈaɡə# | *#dɾˈaɡə# {GOLD: #dɾˈaɡə#}
246    | ... | ... | ... | ... | ... | ... | ... | *#drˈɒ̃ɡʊ# | *#drˈɒ̃ɡʊ# | *#drˈãɡ# {GOLD: #dɾˈɑ̃nk#} | *#dɾˈə̃ɡ# | *#dɾˈəɡ# | *#dɾˈəɡ# | *#dɾˈəɡ# {GOLD: #dɾˈəŋɡ#}
247    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#drˌɛ̃mˈit# {GOLD: >*} | *#dɾˌɛ̃mˈit# | *#dɾəmˈit# | *#dɾəmˈit# | *#dɾəmˈit# {GOLD: #dɾɛmˈit#}
248    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#drˌabˈit# {GOLD: >*} | *#dɾˌabˈit# | *#dɾəbˈit# | *#dɾəbˈit# | *#dɾəbˈit# {GOLD: #dɾɔbˈit#}
249    | ... | ... | ... | ... | ... | ... | ... | *#drˈɒkʊ# | *#drˈɒkʊ# | *#drˈak# {GOLD: >*} | *#dɾˈak# | *#dɾˈak# | *#dɾˈak# | *#dɾˈak# {GOLD: #dɾˈɔk#}
250    | ... | ... | ... | ... | ... | ... | ... | *#drˈɒbɪnit͡sɑ# | *#drˈɒbɪnit͡sɑ# | *#drˈabnit͡sə# {GOLD: >*} | *#dɾˈabnit͡sə# | *#dɾˈabnit͡sə# | *#dɾˈabnit͡sə# | *#dɾˈabnit͡sə# {GOLD: #dɾˈɔmt͡sə#}
251    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌælˈikʊ# | *#t͡sˌælˈikʊ# | *#t͡sˌɛlˈik# {GOLD: >*} | *#t͡sˌɛlˈik# | *#t͡səlˈik# | *#t͡səlˈik# | *#t͡səlˈik# {GOLD: #t͡salˈik#}
252    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌarˈĩːnə# {GOLD: >*} | *#t͡sˌaɾˈĩːɾə# | *#t͡səɾˈiɾə# | *#t͡səɾˈiɾə# | *#t͡səɾˈiɾə# {GOLD: #t͡saɾˈinə#}
253    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈɑrɑ# | *#?2ˈɑrɑ# | *#?2ˈaːrə# {GOLD: >*} | *#?2ˈaːɾə# | *#?2ˈaɾə# | *#?2ˈaɾə# | *#?2ˈaɾə# {GOLD: #t͡sˈaɾə#}
254    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈɑrɪbɑ# | *#?2ˈɑrɪbɑ# | *#?2ˈaːrbə# {GOLD: >*} | *#?2ˈaːɾbə# | *#?2ˈaɾbə# | *#?2ˈaɾbə# | *#?2ˈaɾbə# {GOLD: #t͡sˈaɾbə#}
255    | ... | ... | ... | ... | ... | ... | ... | *#?2ˌɪrnˈidlʊ# | *#?2ˌɪrnˈidlʊ# | *#?2ˌɪrnˈidl# {GOLD: >*} | *#?2ˌɪrˈidl# | *#?2ərˈidl# | *#?2ərˈidl# | *#?2ərˈidl# {GOLD: #t͡səɾˈil#}
256    | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌɛrʊnˈikʊ# | *#t͡sˌɛrʊnˈikʊ# | *#t͡sˌɛrnˈik# {GOLD: >*} | *#t͡sˌɛrˈik# | *#t͡sərˈik# | *#t͡sərˈik# | *#t͡sərˈik# {GOLD: #t͡sərˈik#}
257    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡sˌɛ̃nˈit# {GOLD: >*} | *#t͡sˌɛ̃ɾˈit# | *#t͡səɾˈit# | *#t͡səɾˈit# | *#t͡səɾˈit# {GOLD: #t͡sɛnˈit#}
258    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈɪrmɑ# | *#?2ˈɪrmɑ# | *#?2ˈɪːrmə# {GOLD: >*} | *#?2ˈɪːɾmbə# | *#?2ˈɪɾmbə# | *#?2ˈɪɾmbə# | *#?2ˈɪɾmbə# {GOLD: #t͡sˈɛɾmə#}
259    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈitɑ# | *#?2ˈitɑ# | *#?2ˈitə# {GOLD: >*} | *#?2ˈitə# | *#?2ˈitə# | *#?2ˈitə# | *#?2ˈitə# {GOLD: #t͡sˈitə#}
260    | ... | ... | ... | ... | ... | ... | ... | *#?2ˈubʊ# | *#?2ˈubʊ# | *#?2ˈub# {GOLD: >*} | *#?2ˈub# | *#?2ˈub# | *#?2ˈub# | *#?2ˈub# {GOLD: #t͡sˈub#}
261    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɑnjɑ# | *#sˈãːnɛ# {GOLD: #sˈɑ̃jə#} | *#sˈəːɾɛ# | *#sˈəɾɛ# | *#sˈəɾɛ# | *#sˈəɾɛ# {GOLD: #sˈajə#}
262    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛ̃ːnə# {GOLD: >*} | *#sˈɛ̃ːɾə# | *#sˈɛɾə# | *#sˈɛɾə# | *#sˈɛɾə# {GOLD: #sˈanə#}
263    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sjˈãːnə# {GOLD: >*} | *#sjˈəːɾə# | *#sjˈəɾə# | *#sjˈəɾə# | *#sjˈəɾə# {GOLD: #sˈanə#}
264    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈabʎə# {GOLD: >*} | *#sˈabʎə# | *#sˈabjə# | *#sˈabjə# | *#sˈabjə# {GOLD: #sˈabjɛ#}
265    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛːlt͡sə# {GOLD: >*} | *#sˈɛːlt͡sə# | *#sˈɛlt͡sə# | *#sˈɛlt͡sə# | *#sˈɛlt͡sə# {GOLD: #sˈɛlt͡sə#}
266    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛːrə# {GOLD: >*} | *#sˈɛːɾə# | *#sˈɛɾə# | *#sˈɛɾə# | *#sˈɛɾə# {GOLD: #sˈɛɾə#}
267    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɛ̃br# {GOLD: >*} | *#sˈɛ̃bɾ# | *#sˈɛbɾ# | *#sˈɛbɾ# | *#sˈɛbɾ# {GOLD: #sˈɛmbəɾ#}
268    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈiːlə# {GOLD: >*} | *#sˈiːlə# | *#sˈilə# | *#sˈilə# | *#sˈilə# {GOLD: #sˈilˠə#}
269    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌɛ̃jˈit# {GOLD: >*} | *#sˌɛ̃jˈit# | *#səjˈit# | *#səjˈit# | *#səjˈit# {GOLD: #sˈit#}
270    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitə# {GOLD: >*} | *#sˈitə# | *#sˈitə# | *#sˈitə# | *#sˈitə# {GOLD: #sˈitə#}
271    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitkə# {GOLD: >*} | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# {GOLD: #sˈitkə#}
272    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈitkə# {GOLD: >*} | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# {GOLD: #sˈitkə#}
273    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌʊtˈĩːnə# {GOLD: >*} | *#sˌʊtˈĩːɾə# | *#sətˈiɾə# | *#sətˈiɾə# | *#sətˈiɾə# {GOLD: #sɔtˈinə#}
274    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌãdˈit# {GOLD: >*} | *#sˌə̃dˈit# | *#sədˈit# | *#sədˈit# | *#sədˈit# {GOLD: #sɔdˈit#}
275    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˌavˈadʎkə# {GOLD: >*} | *#sˌavˈadʎkə# | *#səvˈadjkə# | *#səvˈadjkə# | *#səvˈadjkə# {GOLD: #sɔvˈajkə#}
276    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#skˈaːrə# {GOLD: >*} | *#skˈaːɾə# | *#skˈaɾə# | *#skˈaɾə# | *#skˈaɾə# {GOLD: #skˈɔrə#}
277    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#skˌarlˈupə# {GOLD: >*} | *#skˌaɾlˈupə# | *#skəɾlˈupə# | *#skəɾlˈupə# | *#skəɾlˈupə# {GOLD: #sklˠˈupə#}
278    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#skrˈaːvnə# {GOLD: >*} | *#skɾˈaːvnə# | *#skɾˈavnə# | *#skɾˈavnə# | *#skɾˈavnə# {GOLD: #skɾˈɔmə#}
279    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#slˈaɡ# {GOLD: >*} | *#slˈaɡ# | *#slˈaɡ# | *#slˈaɡ# | *#slˈaɡ# {GOLD: #slˠˈɔɡ#}
280    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈuxə# {GOLD: >*} | *#sˈuhə# | *#sˈuhə# | *#sˈuhə# | *#sˈuhə# {GOLD: #sˈuhə#}
281    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈukulɒ# | *#sˈukulə# {GOLD: >*} | *#sˈukulə# | *#sˈukulə# | *#sˈukulə# | *#sˈukulə# {GOLD: #sˈukulˠ#}
282    | ... | ... | ... | ... | ... | ... | ... | ... | *#sˈɒ̃dʊ# | *#sˈãd# {GOLD: >*} | *#sˈə̃d# | *#sˈəd# | *#sˈəd# | *#sˈəd# {GOLD: #sˈund#}
283    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#slˈatə# {GOLD: >*} | *#slˈatə# | *#slˈatə# | *#slˈatə# | *#slˈatə# {GOLD: #scˈɔtə#}
284    | ... | ... | ... | ... | ... | ... | ... | ... | *#slˈufurɛ# | *#slˈuːfur# {GOLD: >*} | *#slˈuːfuɾ# | *#slˈufuɾ# | *#slˈufuɾ# | *#slˈufuɾ# {GOLD: #scˈufuɾ#}
285    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#strˌɪkˈat# {GOLD: >*} | *#stɾˌɪkˈat# | *#stɾəkˈat# | *#stɾəkˈat# | *#stɾəkˈat# {GOLD: #stəɾkˈat#}
286    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˌərvˈit# {GOLD: >*} | *#stˌəɾvˈit# | *#stəɾvˈit# | *#stəɾvˈit# | *#stəɾvˈit# {GOLD: #stəɾvˈit#}
287    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˌɪrvˈĩːnə# {GOLD: >*} | *#stˌɪɾvˈĩːɾə# | *#stəɾvˈiɾə# | *#stəɾvˈiɾə# | *#stəɾvˈiɾə# {GOLD: #stəɾvˈinə#}
288    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˈɛːʎə# {GOLD: >*} | *#stˈɛːʎə# | *#stˈɛjə# | *#stˈɛjə# | *#stˈɛjə# {GOLD: #stˈɛjə#}
289    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˈɛ̃ɡə# {GOLD: >*} | *#stˈɛ̃ɡə# | *#stˈɛɡə# | *#stˈɛɡə# | *#stˈɛɡə# {GOLD: #stˈɛɡə#}
290    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#stˈɪp# {GOLD: >*} | *#stˈɪp# | *#stˈɪp# | *#stˈɪp# | *#stˈɪp# {GOLD: #stˈɛp#}
291    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#strˈɛxə# {GOLD: >*} | *#stɾˈɛhə# | *#stɾˈɛhə# | *#stɾˈɛhə# | *#stɾˈɛhə# {GOLD: #stɾˈɛhə#}
292    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#strˈakə# {GOLD: >*} | *#stɾˈakə# | *#stɾˈakə# | *#stɾˈakə# | *#stɾˈakə# {GOLD: #stɾˈɔkə#}
293    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#strˈʊkə# {GOLD: >*} | *#stɾˈʊkə# | *#stɾˈʊkə# | *#stɾˈʊkə# | *#stɾˈʊkə# {GOLD: #stɾˈukə#}
294    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#strˈũːmb# {GOLD: >*} | *#stɾˈũːmb# | *#stɾˈumb# | *#stɾˈumb# | *#stɾˈumb# {GOLD: #stɾˈum#}
295    | ... | ... | ... | ... | ... | ... | ... | ... | *#sʊmiʎˈɑtɪ# | *#smiʎˈat# {GOLD: >*} | *#smbiʎˈat# | *#smbəjˈat# | *#smbəjˈat# | *#smbəjˈat# {GOLD: #smilˈat#}
296    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#zˌabˈɛːl# {GOLD: >*} | *#zˌabˈɛːl# | *#zəbˈɛl# | *#zəbˈɛl# | *#zəbˈɛl# {GOLD: #zabˈɛl#}
