etID  | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output [REFERENCE]
1170   | #βˌirɡˈɑːne# | #βərɟˈɛːn# | #uɾɟˈɛ̃ːn# | #uɾɟˈɛn# | #uɾɟˈɛn# {GOLD: #vˈaɾɡəɾ#}
1171   | #βˈirədɑ# | #βˈɛːrðə# | #vˈɛːɾðə# | #vˈɛɾðə# | #vˈɛɾðə# {GOLD: #vjˈɛɾðə#}
1172   | #βˈirəde# | #βˈɛːrð# | #vˈɛːɾð# | #vˈɛɾð# | #vˈɛɾð# {GOLD: #vˈɛɾðə#}
1173   | #βˌirtˈuːte# | #βərtˈyt# | #uɾtˈyt# | #uɾtˈyt# | #uɾtˈyt# {GOLD: #vəɾtˈyt#}
1174   | #βˌisitˈɑːɲoː# | #βəʃətˈɔːɲ# | #uʃətˈɔ̃ːɲ# | #uʃətˈɔɲ# | #uʃətˈɔj# {GOLD: #vəʃtˈɔj#}
1175   | #βˈistəlˠu# | #βˈɛːʃtlˠ# | #vˈɛːʃtlˠ# | #vˈɛʃtlˠ# | #vˈɛʃtlˠ# {GOLD: #vˈɛʃtulˠ#}
1176   | #βˈisku# | #βˈɛːʃk# | #vˈɛːʃk# | #vˈɛʃk# | #vˈɛʃk# {GOLD: #vˈɛʃk#}
1177   | #βˈitju# | #βˈɛːt͡ʃ# | #vˈɛːs# | #vˈɛs# | #vˈɛs# {GOLD: #vˈɛs#}
1178   | #βˌitˈuʎɑ# | #βətˈuːʎə# | #utˈuːʎə# | #utˈujə# | #utˈujə# {GOLD: #ftˈujə#}
1179   | #βˈiːtrəku# | #βˈitrk# | #vˈitɾk# | #vˈitɾk# | #vˈitɾk# {GOLD: #vˈitəɾk#}
1180   | #βˌittˈulˠɑ# | #βəttˈuːlˠə# | #uttˈuːlˠə# | #uttˈulˠə# | #uttˈulˠə# {GOLD: #vɛtˈulˠə#}
1181   | #βˌiːˈoɲoː# | #βˈɔːɲ# | #vˈɔ̃ːɲ# | #vˈɔɲ# | #vˈɔj# {GOLD: #vˈua̯j#}
1182   | #βˈolˠɑ# | #βˈɔːlˠə# | #vˈɔːlˠə# | #vˈɔlˠə# | #vˈɔlˠə# {GOLD: #vˈalˠə#}
1183   | #βˈulpəlˠu# | #βˈuːlplˠ# | #vˈuːlplˠ# | #vˈulplˠ# | #vˈulplˠ# {GOLD: #vˈɔlpulˠ#}
1184   | #βˌulˠuntˈɑːte# | #βəlˠəndˈɛt# | #ulˠə̃ndˈɛt# | #ulˠəndˈɛt# | #ulˠəndˈɛt# {GOLD: #vulˠnˈɛt#}
1185   | #βˈoːmi# | #βˈye̯m# | #vˈye̯mb# | #vˈye̯mb# | #vˈye̯mb# {GOLD: #ˈumb#}
1186   | #βˌulerˈɑːtɑ# | #βələrˈatə# | #uləɾˈatə# | #uləɾˈatə# | #uləɾˈatə# {GOLD: #vurˈatə#}
