etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
653    | #mˈuːkum# | *#mˈuːkʊ# | *#mˈyku# | *#mˈyku# | *#mˈyku# | *#mˈykə# | *#mˈyk# {GOLD: >*} | *#mˈyk# {GOLD: >*} | *#mˈyk# {GOLD: >*} | *#mˈyk# {GOLD: #mˈyk#}
654    | #mˈulɑ# | *#mˈʊlɑ# | *#mˈulɑ# | *#mˈula# | *#mˈula# | *#mˈuːlˠa# | *#mˈuːlˠə# {GOLD: >*} | *#mˈuːlˠə# {GOLD: >*} | *#mˈulˠə# {GOLD: >*} | *#mˈulˠə# {GOLD: #mˈulˠə#}
655    | #mˌulkˈeːnioː# | *#mˌʊlkˈɒːnju# | *#mˌulkˈoɲu# | *#mˌulkˈoɲu# | *#mˌulkˈɔ̃ɲu# | *#mˌulkˈɔ̃ɲə# | *#mˌuʎkˈɔ̃ɲ# {GOLD: >*} | *#mˌuʎkˈɔ̃ɲ# {GOLD: >*} | *#mujkˈɔɲ# {GOLD: >*} | *#mujkˈɔj# {GOLD: #məlkˈɔj#}
656    | #mˈuːlum# | *#mˈuːlʊ# | *#mˈylu# | *#mˈylu# | *#mˈylu# | *#mˈyːlˠə# | *#mˈyːlˠ# {GOLD: >*} | *#mˈyːlˠ# {GOLD: >*} | *#mˈylˠ# {GOLD: >*} | *#mˈylˠ# {GOLD: #mˈylˠ#}
657    | #mˌurmurˈɑːnioː# | *#mˌʊrmʊrˈɒːnju# | *#mˌurmurˈoɲu# | *#mˌurmurˈoɲu# | *#mˌuɾmuɾˈɔ̃ɲu# | *#mˌuɾmuɾˈɔ̃ɲə# | *#mˌuɾmuɾˈɔ̃ɲ# {GOLD: >*} | *#mˌuɾmuɾˈɔ̃ɲ# {GOLD: >*} | *#muɾmuɾˈɔɲ# {GOLD: >*} | *#muɾmuɾˈɔj# {GOLD: #muɾmuɾˈɔj#}
658    | #mˈuːrum# | *#mˈuːrʊ# | *#mˈyru# | *#mˈyru# | *#mˈyɾu# | *#mˈyːɾə# | *#mˈyːɾ# {GOLD: >*} | *#mˈyːɾ# {GOLD: >*} | *#mˈyɾ# {GOLD: >*} | *#mˈyɾ# {GOLD: #mˈuɾ#}
659    | #mˌuskelˈɑːrium# | *#mˌʊskɛlˈɒːrjʊ# | *#mˌuskɛlˈorju# | *#mˌuscɪlˈoru# | *#mˌuʃcɪlˈɔɾu# | *#mˌuʃcəlˠˈuo̯ɾə# | *#mˌuʃcəlˠˈuo̯ɾ# {GOLD: >*} | *#mˌuʃcəlˠˈua̯ɾ# {GOLD: >*} | *#muʃcəlˠˈua̯ɾ# {GOLD: >*} | *#muʃcəlˠˈua̯ɾ# {GOLD: #muʃkəlˠˈye̯ɾ#}
660    | #mˌuskˈoneɑ# | *#mˌʊskˈɒnjɑ# | *#mˌuskˈoɲɑ# | *#mˌuskˈoɲa# | *#mˌuʃkˈɔ̃ɲa# | *#mˌuʃkˈɔ̃ɲa# | *#mˌuʃkˈɔ̃ɲə# {GOLD: >*} | *#mˌuʃkˈɔ̃ɲə# {GOLD: >*} | *#muʃkˈɔɲə# {GOLD: >*} | *#muʃkˈɔɲə# {GOLD: #muʃkˈɔɲə#}
661    | #mˈuskulum# | *#mˈʊskʊlʊ# | *#mˈuskulu# | *#mˈuskulu# | *#mˈuʃkulu# | *#mˈuːʃkulˠə# | *#mˈuːʃkulˠ# {GOLD: >*} | *#mˈuːʃkulˠ# {GOLD: >*} | *#mˈuʃkulˠ# {GOLD: >*} | *#mˈuʃkulˠ# {GOLD: #mˈuʃkulˠ#}
662    | #mˈuːskum# | *#mˈuːskʊ# | *#mˈysku# | *#mˈysku# | *#mˈyʃku# | *#mˈyːʃkə# | *#mˈyːʃk# {GOLD: >*} | *#mˈyːʃk# {GOLD: >*} | *#mˈyʃk# {GOLD: >*} | *#mˈyʃk# {GOLD: #mˈyʃk#}
663    | #mˈustum# | *#mˈʊstʊ# | *#mˈustu# | *#mˈustu# | *#mˈuʃtu# | *#mˈuːʃtə# | *#mˈuːʃt# {GOLD: >*} | *#mˈuːʃt# {GOLD: >*} | *#mˈuʃt# {GOLD: >*} | *#mˈuʃt# {GOLD: #mˈuʃt#}
664    | #mˌyriːkˈiːniɑ# | *#mˌɪrikˈinjɑ# | *#mˌirkˈiɲɑ# | *#mˌircˈiɲa# | *#məɾcˈĩɲa# | *#məɾcˈĩɲa# | *#mɾ̩cˈĩɲə# {GOLD: >*} | *#mɾ̩cˈĩɲə# {GOLD: >*} | *#mɾ̩cˈiɲə# {GOLD: >*} | *#məɾcˈiɲə# {GOLD: #məɾcˈiɲə#}
665    | #mˈyrrhɑ# | *#mˈɪrrɑ# | *#mˈerrɑ# | *#mˈerra# | *#mˈeɾɾa# | *#mˈɛːrːa# | *#mˈɛːrə# {GOLD: >*} | *#mˈɛːrə# {GOLD: >*} | *#mˈɛrə# {GOLD: >*} | *#mˈɛrə# {GOLD: #mˈɛrə#}
666    | #nˈɑppɑ# | *#nˈɑppɑ# | *#nˈɑppɑ# | *#nˈappa# | *#nˈapa# | *#nˈapa# | *#nˈapə# {GOLD: >*} | *#nˈapə# {GOLD: >*} | *#nˈapə# {GOLD: >*} | *#nˈapə# {GOLD: #nˈapə#}
667    | #nˌɑːtˈuːrɑm# | *#nˌɑːtˈuːrɑ# | *#nˌɑtˈyrɑ# | *#nˌatˈyra# | *#nˌaːtˈyɾa# | *#nˌaːtˈyːɾa# | *#nˌaːtˈyːɾə# {GOLD: >*} | *#nˌaːtˈyːɾə# {GOLD: >*} | *#natˈyɾə# {GOLD: >*} | *#natˈyɾə# {GOLD: #natˈyɾə#}
668    | #mˈeɡulɑm# | *#mˈɛɡʊlɑ# | *#mˈɛɡulɑ# | *#mˈɛɡula# | *#mˈɛːɡula# | *#mˈie̯ɡulˠə# | *#mjˈɛɡulˠ# {GOLD: #njˈɛɡulˠ#} | *#mjˈɛɡulˠ# {GOLD: >*} | *#mjˈɛɡulˠ# {GOLD: >*} | *#mjˈɛɡulˠ# {GOLD: #mjˈɛɡulˠ#}
669    | #nˈinnɑ# | *#nˈɪnnɑ# | *#nˈinːɑ# | *#nˈinːa# | *#nˈĩnːa# | *#nˈĩnːa# | *#nˈĩnːə# {GOLD: >*} | *#nˈĩnə# {GOLD: >*} | *#nˈinə# {GOLD: >*} | *#nˈinə# {GOLD: #nˈinə#}
670    | #nkˌɑrdˌullˈiːkiɑ# | *#nkˌɑrdˌʊllˈikjɑ# | *#nkˌɑrdˌulːˈikjɑ# | *#ənkˌarðˌulːˈicja# | *#ə̃nkˌaɾðˌulːˈicja# | *#ə̃nɡˌaɾðˌulːˈicja# | *#ə̃ŋɡˌaɾðˌulːˈicɛ# {GOLD: >*} | *#ə̃ɲ̈ɡˌaɾðˌulːˈicɛ# {GOLD: >*} | *#ɲ̈ɡaɾðulˈicɛ# {GOLD: >*} | *#ŋɡaɾðulˈicɛ# {GOLD: #ŋɡaɾðulˈicɛ#}
671    | #nˈoːdum# | *#nˈoːdʊ# | *#nˈødu# | *#nˈøðu# | *#nˈœðu# | *#nˈɛðə# | *#nˈɛð# {GOLD: #nˈyø̯#} | *#nˈɛð# {GOLD: >*} | *#nˈɛð# {GOLD: >*} | *#nˈɛð# {GOLD: #nˈye̯#}
672    | #nˈoːdulum# | *#nˈoːdʊlʊ# | *#nˈødulu# | *#nˈøðulu# | *#nˈœðlu# | *#nˈye̯lˠə# | *#nˈye̯lˠ# {GOLD: >*} | *#nˈye̯lˠ# {GOLD: >*} | *#nˈye̯lˠ# {GOLD: >*} | *#nˈye̯lˠ# {GOLD: #nˈye̯lˠ#}
673    | #nˌominˈɑːnioː# | *#nˌɛmːɪnˈɒːnju# | *#nˌemːenˈoɲu# | *#nˌemːɑ̃ɾ̃ˈoɲu# | *#nˌẽmːə̃ɾ̃ˈɔ̃ɲu# | *#nˌə̃mːə̃ɾ̃ˈɔ̃ɲə# | *#nˌə̃mːə̃ɾ̃ˈɔ̃ɲ# {GOLD: >*} | *#nˌə̃mɾ̃ˈɔ̃ɲ# {GOLD: >*} | *#nəmɾˈɔɲ# {GOLD: >*} | *#nəmɾˈɔj# {GOLD: #nəməɾˈɔj#}
674    | #nˈonnum# | *#nˈɒnnʊ# | *#nˈonːu# | *#nˈonːu# | *#nˈɔ̃nːu# | *#nˈɔ̃nːə# | *#nˈɔ̃nː# {GOLD: >*} | *#nˈɔ̃n# {GOLD: >*} | *#nˈɔn# {GOLD: >*} | *#nˈɔn# {GOLD: #nˈun#}
675    | #nˌotˈɑːnioː# | *#nˌɒtˈɒːnju# | *#nˌotˈoɲu# | *#nˌotˈoɲu# | *#nˌɔːtˈɔ̃ɲu# | *#nˌɔːtˈɔ̃ɲə# | *#nˌɔːtˈɔ̃ɲ# {GOLD: >*} | *#nˌɔːtˈɔ̃ɲ# {GOLD: >*} | *#nɔtˈɔɲ# {GOLD: >*} | *#nɔtˈɔj# {GOLD: #nɔtˈɔj#}
676    | #nˌowˈɑstrum# | *#nˈɒwɑstrʊ# | *#nˈowɑstru# | *#nˈoastru# | *#nˈɔɐʃtɾu# | *#nˈɔɐʃtɾə# | *#nˈɔːʃtɾ̩# {GOLD: >*} | *#nˈɔːʃtɾ̩# {GOLD: >*} | *#nˈɔʃtɾ̩# {GOLD: >*} | *#nˈɔʃtəɾ# {GOLD: #nˈɔʃtəɾ#}
677    | #nˌowˈerkɑm# | *#nˌɒwˈɛrkɑ# | *#nˌowˈɛrkɑ# | *#nˌoˈɛrka# | *#nəˈɛːɾka# | *#nəˈie̯ɾka# | *#ɲˈɛɾkə# {GOLD: >*} | *#ɲˈɛɾkə# {GOLD: >*} | *#ɲˈɛɾkə# {GOLD: >*} | *#ɲˈɛɾkə# {GOLD: #ɲˈɛɾkə#}
678    | #nˌumerˈɑːnioː# | *#nˌʊmɛrˈɒːnju# | *#nˌumɛrˈoɲu# | *#nˌumɪrˈoɲu# | *#nˌũməɾˈɔ̃ɲu# | *#nˌũmbəɾˈɔ̃ɲə# | *#nˌũmbəɾˈɔ̃ɲ# {GOLD: >*} | *#nˌũmbəɾˈɔ̃ɲ# {GOLD: >*} | *#numbɾˈɔɲ# {GOLD: >*} | *#numbɾˈɔj# {GOLD: #numəɾˈɔj#}
679    | #nˈumerum# | *#nˈʊmɛrʊ# | *#nˈumɛru# | *#nˈumɪru# | *#nˈũmɪɾu# | *#nˈũməɾə# | *#nˈũmɾ̩# {GOLD: >*} | *#nˈũmɾ̩# {GOLD: >*} | *#nˈumɾ̩# {GOLD: >*} | *#nˈuməɾ# {GOLD: #nˈuməɾ#}
680    | #nˈuptiɑm# | *#nˈʊpt͡ʃjɑ# | *#nˈupt͡ʃjɑ# | *#nˈupt͡ʃa# | *#nˈuðsa# | *#nˈuːsa# | *#nˈuːsə# {GOLD: >*} | *#nˈuːsə# {GOLD: >*} | *#nˈusə# {GOLD: >*} | *#nˈusə# {GOLD: #nˈusɛ#}
681    | ... | ... | #ɔblˈɑtɑ# | *#blˈata# | *#blˈata# | *#blˈata# | *#blˈatə# {GOLD: >*} | *#blˈatə# {GOLD: >*} | *#blˈatə# {GOLD: >*} | *#blˈatə# {GOLD: #blˈatə#}
682    | #ˌofˈellɑm# | *#ˌʊfˈɛllɑ# | *#ˌufˈɛlːɑ# | *#fˈɛlːa# | *#fˈɛlːa# | *#fˈɛːlːa# | *#fˈɛːlːə# {GOLD: >*} | *#fˈɛːlːə# {GOLD: >*} | *#fˈɛlə# {GOLD: >*} | *#fˈɛlə# {GOLD: #fˈɛlə#}
683    | #ˌoleˈɑstrum# | *#ˌʊʎˈɑstrʊ# | *#ˌuʎˈɑstru# | *#ˌuːʎˈastru# | *#ˌuʎˈaʃtɾu# | *#ˌulˠˈaːʃtɾə# | *#ˌulˠˈaːʃtɾ̩# {GOLD: >*} | *#ˌulˠˈaːʃtɾ̩# {GOLD: >*} | *#ulˠˈaʃtɾ̩# {GOLD: >*} | *#ulˠˈaʃtəɾ# {GOLD: #ulˠˈaʃtəɾ#}
684    | #ˈoleɑstrum# | *#ˈɒʎɑstrʊ# | *#ˈostru# | *#ˈostru# | *#ˈɔːʃtɾu# | *#ˈuo̯ʃtɾə# | *#wˈɔʃtɾ̩# {GOLD: #wˈɔʃtɾ̩#} | *#vˈaʃtɾ̩# {GOLD: >*} | *#vˈaʃtɾ̩# {GOLD: >*} | *#vˈaʃtəɾ# {GOLD: #vˈaʃtəɾ#}
685    | #ˈoleum# | *#ˈɒʎʊ# | *#ˈoʎu# | *#ˈoʎu# | *#ˈɔːʎu# | *#ˈuo̯ʎə# | *#wˈɔʎ# {GOLD: #wˈɔʎ#} | *#vˈaʎ# {GOLD: >*} | *#vˈaj# {GOLD: >*} | *#vˈaj# {GOLD: #vˈaj#}
686    | #ˌoliːwˈɑːnum# | *#ˌʊlˈiwɑːnʊ# | *#ˌulˈiwɑnu# | *#ˌuːlˈiwɑ̃ɾ̃u# | *#ˌulˈĩːɾ̃u# | *#ˌulˠˈĩːɾ̃ə# | *#ˌulˠˈĩː# {GOLD: #ˌulˠˈĩː#} | *#ˌulˠˈĩː# {GOLD: >*} | *#ulˠˈi# {GOLD: >*} | *#ulˠˈi# {GOLD: #ulˠˈi#}
687    | #ˈoperɑ# | *#ˈɒpɛrɑ# | *#ˈopɛrɑ# | *#ˈøpɪra# | *#ˈœːpɪɾa# | *#ˈye̯pəɾa# | *#wˈɛpəɾə# {GOLD: >*} | *#vˈɛpəɾ# {GOLD: >*} | *#vˈɛpəɾ# {GOLD: #vˈɛpəɾ#} | *#vˈɛpəɾ# {GOLD: #vˈɛpəɾ#}
688    | #ˌoːrˈɑːnioː# | *#ˌurˈɒːnju# | *#ˌurˈoɲu# | *#ˌuːrˈoɲu# | *#ˌuɾˈɔ̃ɲu# | *#ˌuɾˈɔ̃ɲə# | *#ˌuɾˈɔ̃ɲ# {GOLD: >*} | *#ˌuɾˈɔ̃ɲ# {GOLD: >*} | *#uɾˈɔɲ# {GOLD: >*} | *#uɾˈɔj# {GOLD: #uɾˈɔj#}
689    | #ˈoːrbum# | *#ˈoːrbʊ# | *#ˈørbu# | *#ˈørbu# | *#ˈœːɾbu# | *#ˈye̯ɾbə# | *#wˈɛɾb# {GOLD: #vˈɛɾb#} | *#vˈɛɾb# {GOLD: >*} | *#vˈɛɾb# {GOLD: >*} | *#vˈɛɾb# {GOLD: #vˈɛɾb#}
690    | #ˌordinˈɑːnioː# | *#ˌʊrdɪnˈɒːnju# | *#ˌurdenˈoɲu# | *#ˌuːrðɑ̃ɾ̃ˈoɲu# | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲu# | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲə# | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲ# {GOLD: #ˌuɾðə̃ɾ̃ˈɔ̃ɲ#} | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲ# {GOLD: >*} | *#uɾðəɾˈɔɲ# {GOLD: #ˌuɾðəɾˈɔɲ#} | *#uɾðəɾˈɔj# {GOLD: #uɾðəɾˈɔj#}
691    | #ˌordinˈɑːtɑm# | *#ˌʊrdɪnˈɑːtɑ# | *#ˌurdenˈɑtɑ# | *#ˌuːrðɑ̃ɾ̃ˈata# | *#ˌuɾðə̃ɾ̃ˈata# | *#ˌuɾðə̃ɾ̃ˈata# | *#ˌuɾðə̃ɾ̃ˈatə# {GOLD: >*} | *#ˌuɾðə̃ɾ̃ˈatə# {GOLD: >*} | *#uɾðəɾˈatə# {GOLD: #uɾðəɾˈatə#} | *#uɾðəɾˈatə# {GOLD: #uɾðəɾˈatə#}
692    | #ˈordinem# | *#ˈɒrdɪnɛ# | *#ˈordenɛ# | *#ˈørðɑ̃ɾ̃ɪ# | *#ˈœːɾðɐɾ̃ɪ# | *#ˈye̯ɾðɐɾ̃ə# | *#ˈuɾðəɾ̃# {GOLD: #ˈuɾðə̃ɾ̃ə#} | *#ˈuɾðəɾ̃# {GOLD: >*} | *#ˈuɾðəɾ# {GOLD: >*} | *#ˈuɾðəɾ# {GOLD: #ˈuɾðəɾ#}
693    | #ˈornum# | *#ˈɒrnʊ# | *#ˈornu# | *#ˈornu# | *#ˈɔːɾnu# | *#ˈuo̯rːə# | *#wˈɔr# {GOLD: #wˈɔr#} | *#vˈar# {GOLD: >*} | *#vˈar# {GOLD: >*} | *#vˈar# {GOLD: #vˈar#}
694    | #ˈorfɑnum# | *#ˈɒrfɑnʊ# | *#ˈorfɑnu# | *#ˈorfɑ̃ɾ̃u# | *#ˈɔːɾfɐɾ̃u# | *#ˈuo̯ɾfɐɾ̃ə# | *#wˈɔɾfəɾ̃# {GOLD: #wˈɔɾfəɾ̃ə#} | *#vˈaɾfəɾ̃# {GOLD: >*} | *#vˈaɾfəɾ# {GOLD: >*} | *#vˈaɾfəɾ# {GOLD: #vˈaɾfəɾ#}
695    | #ˌoːskitˈɑːnioː# | *#ˌuskɪtˈɒːnju# | *#ˌusktˈoɲu# | *#ˌuːstˈoɲu# | *#ˌuʃtˈɔ̃ɲu# | *#ˌuʃtˈɔ̃ɲə# | *#ˌuʃtˈɔ̃ɲ# {GOLD: >*} | *#ˌuʃtˈɔ̃ɲ# {GOLD: >*} | *#uʃtˈɔɲ# {GOLD: >*} | *#uʃtˈɔj# {GOLD: #uʃtˈɔj#}
696    | #ˈoːtum# | *#ˈoːtʊ# | *#ˈøtu# | *#ˈøtu# | *#ˈœːtu# | *#ˈye̯tə# | *#ˈut# {GOLD: #ɦˈut#} | *#ˈut# {GOLD: >*} | *#ˈut# {GOLD: >*} | *#ˈut# {GOLD: #ˈut#}
697    | #ˌoːwˈɑːtiɑ# | *#ˈoːwɑːt͡ʃjɑ# | *#ˈøwɑt͡ʃjɑ# | *#ˈøat͡ʃa# | *#ˈœːɐsa# | *#ˈye̯e̯sa# | *#wˈɛe̯sə# {GOLD: #wˈɔɛsə#} | *#vˈɛːsə# {GOLD: #vˈɔe̯sə#} | *#vˈɛsə# {GOLD: #vˈae̯sə#} | *#vˈɛsə# {GOLD: #vˈɛsə#}
698    | #ˈoːwɑ# | *#ˈoːwɑ# | *#ˈøwɑ# | *#ˈøa# | *#ˈœːa# | *#ˈye̯e̯# | *#wˈɛe̯# {GOLD: #wˈɔe̯#} | *#vˈɛː# {GOLD: #vˈɔe̯#} | *#vˈɛ# {GOLD: #vˈae̯#} | *#vˈɛ# {GOLD: #vˈɛ#}
699    | #pˌɑːbulˈɑːnioː# | *#pˌɑːβʊlˈɒːnju# | *#pˌɑβulˈoɲu# | *#pˌawulˈoɲu# | *#pˌaːlˈɔ̃ɲu# | *#pˌaːlˠˈɔ̃ɲə# | *#pˌaːlˠˈɔ̃ɲ# {GOLD: >*} | *#pˌaːlˠˈɔ̃ɲ# {GOLD: >*} | *#palˠˈɔɲ# {GOLD: >*} | *#palˠˈɔj# {GOLD: #palˠˈɔj#}
700    | #pˌɑdˈuːlem# | *#pˌɑdˈuːlɛ# | *#pˌɑdˈylɛ# | *#pˌaðˈylɪ# | *#pəˈyːlɪ# | *#pəˈyːlˠə# | *#pˈyːlˠ# {GOLD: >*} | *#pˈyːlˠ# {GOLD: >*} | *#pˈylˠ# {GOLD: >*} | *#pˈylˠ# {GOLD: #pˈylˠ#}
701    | #pˌae̯nitˈeːnioː# | *#pˌɛnɪtˈeːnju# | *#pˌɛntˈeɲu# | *#pˌɛntˈeɲu# | *#pˌɛ̃ntˈẽɲu# | *#pˌɛ̃ndˈɛ̃ɲə# | *#pˌɛ̃ndˈɛ̃ɲ# {GOLD: >*} | *#pˌɛ̃ndˈɛ̃ɲ# {GOLD: #pˌɛ̃ːndˈɔ̃ɲ#} | *#pɛndˈɛɲ# {GOLD: >*} | *#pɛndˈɛj# {GOLD: #pɛndˈɔj#}
702    | #pˌae̯nitˈentiɑm# | *#pˌɛnɪtˈɛnt͡ʃjɑ# | *#pˌɛntˈɛt͡ʃjɑ# | *#pˌɛntˈit͡ʃa# | *#pˌɛ̃ntˈɛsa# | *#pˌɛ̃ndˈɛːsa# | *#pˌɛ̃ndˈɛːsə# {GOLD: >*} | *#pˌɛ̃ndˈɛːsə# {GOLD: >*} | *#pɛndˈɛsə# {GOLD: >*} | *#pɛndˈɛsə# {GOLD: #pɛndˈɛsə#}
703    | #pˌɑɡˈɑːnɑ# | *#pˌɑɡˈɑːnɑ# | *#pˌɑɡˈɑnɑ# | *#pˌaɡˈana# | *#pˌɐɡˈãɾ̃a# | *#pˌɐɡˈãɾ̃a# | *#pˌəɡˈʌ̃ɾ̃ə# {GOLD: #pəɡˈɑ̃ɾ̃ə#} | *#pˌəɡˈə̃ɾ̃ə# {GOLD: >*} | *#pəɡˈəɾə# {GOLD: >*} | *#pəɡˈəɾə# {GOLD: #pəɡˈəɾə#}
704    | #pˌɑɡɑːtˈuːrɑm# | *#pˌɑɡɑːtˈuːrɑ# | *#pˌɑɡɑtˈyrɑ# | *#pˌaɡatˈyra# | *#pˌaɡətˈyɾa# | *#pˌaɡətˈyːɾa# | *#pˌaɡətˈyːɾə# {GOLD: >*} | *#pˌaɡətˈyːɾə# {GOLD: >*} | *#paɡətˈyɾə# {GOLD: >*} | *#paktˈyɾə# {GOLD: #paɡətˈyɾə#}
705    | ... | ... | ... | #pˌaɡˈɒwɔɲɔ# | *#pˌaɡˈɔə̯̃ɲɔ# | *#pˌaɡˈuõ̯ɲə# | *#pˌaɡˈuõ̯ɲ# {GOLD: >*} | *#pˌaɡˈuã̯ɲ# {GOLD: >*} | *#paɡˈua̯ɲ# {GOLD: >*} | *#paɡˈua̯j# {GOLD: #paɡˈua̯j#}
706    | #pˈɑːlɑ# | *#pˈɑːlɑ# | *#pˈɑlɑ# | *#pˈala# | *#pˈala# | *#pˈaːlˠa# | *#pˈaːlˠə# {GOLD: >*} | *#pˈaːlˠə# {GOLD: >*} | *#pˈalˠə# {GOLD: >*} | *#pˈalˠə# {GOLD: #pˈalˠə#}
707    | #pˈɑlliɑ# | *#pˈɑʎɑ# | *#pˈɑʎɑ# | *#pˈaʎa# | *#pˈaʎa# | *#pˈaːʎa# | *#pˈaːʎə# {GOLD: #pˈaʎə#} | *#pˈaːʎə# {GOLD: >*} | *#pˈajə# {GOLD: >*} | *#pˈajə# {GOLD: #pˈajə#}
708    | #pˌɑlˈumbum# | *#pˌɑlˈʊmbʊ# | *#pˌɑlˈumbu# | *#pˌalˈumbu# | *#pəlˈũmbu# | *#pəlˠˈũmbə# | *#pəlˠˈũmb# {GOLD: >*} | *#pəlˠˈũmb# {GOLD: >*} | *#pəlˠˈumb# {GOLD: >*} | *#pəlˠˈumb# {GOLD: #pəlˠˈumb#}
709    | #pˈɑːkem# | *#pˈɑːkɛ# | *#pˈɑkɛ# | *#pˈacɪ# | *#pˈacɪ# | *#pˈacə# | *#pˈac# {GOLD: >*} | *#pˈac# {GOLD: >*} | *#pˈac# {GOLD: >*} | *#pˈac# {GOLD: #pˈac#}
710    | #pˌɑːktˈɑːnioː# | *#pˌɑːktˈɒːnju# | *#pˌɑçtˈoɲu# | *#pˌajtˈoɲu# | *#pˌajtˈɔ̃ɲu# | *#pˌajtˈɔ̃ɲə# | *#pˌajtˈɔ̃ɲ# {GOLD: >*} | *#pˌajtˈɔ̃ɲ# {GOLD: >*} | *#pajtˈɔɲ# {GOLD: >*} | *#pajtˈɔj# {GOLD: #pajtˈɔj#}
711    | #pˈɑktoː# | *#pˈɑktu# | *#pˈɑçtu# | *#pˈajtu# | *#pˈajtu# | *#pˈajtə# | *#pˈajt# {GOLD: >*} | *#pˈajt# {GOLD: >*} | *#pˈajt# {GOLD: >*} | *#pˈajt# {GOLD: #pˈajt#}
712    | #pˌɑlˈɑːtium# | *#pˌɑlˈɑːt͡ʃjʊ# | *#pˌɑlˈɑt͡ʃju# | *#pˌalˈat͡ʃu# | *#pəlˈasu# | *#pəlˠˈaːsə# | *#pəlˠˈaːs# {GOLD: >*} | *#pəlˠˈaːs# {GOLD: >*} | *#pəlˠˈas# {GOLD: >*} | *#pəlˠˈas# {GOLD: #pəlˠˈas#}
713    | #pˈɑːr# | *#pˈɑːr# | *#pˈɑr# | *#pˈar# | *#pˈaɾ# | *#pˈaːɾ# | *#pˈaːɾ# {GOLD: >*} | *#pˈaːɾ# {GOLD: >*} | *#pˈaɾ# {GOLD: >*} | *#pˈaɾ# {GOLD: #pˈaɾ#}
714    | #pˌɑrˈɑbolɑ# | *#pˌɑrˈɑβʊlɑ# | *#pˌɑrˈɑβulɑ# | *#pərˈawula# | *#pəɾˈaːla# | *#pəɾˈaːlˠa# | *#pəɾˈaːlˠə# {GOLD: >*} | *#pəɾˈaːlˠə# {GOLD: >*} | *#pɾˈalˠə# {GOLD: >*} | *#pɾˈalˠə# {GOLD: #pərˈalˠə#}
715    | ... | ... | #pˌɑrɑdˈiːzu# | *#pˌaraðˈiːzu# | *#pˌaɾəˈiːzu# | *#pˌaɾəˈiːzə# | *#pˌaɾˈiːz# {GOLD: >*} | *#pˌaɾˈiːz# {GOLD: >*} | *#paɾˈiz# {GOLD: >*} | *#paɾˈiz# {GOLD: #parˈiz#}
716    | #pˌɑrˈɑːnioː# | *#pˌɑrˈɒːnju# | *#pˌɑrˈoɲu# | *#pərˈoɲu# | *#pəɾˈɔ̃ɲu# | *#pəɾˈɔ̃ɲə# | *#pəɾˈɔ̃ɲ# {GOLD: >*} | *#pəɾˈɔ̃ɲ# {GOLD: >*} | *#pɾˈɔɲ# {GOLD: >*} | *#pɾˈɔj# {GOLD: #pɾˈɔj#}
717    | #pˌɑrˈɑːnioː# | *#pˌɑrˈɒːnju# | *#pˌɑrˈoɲu# | *#pərˈoɲu# | *#pəɾˈɔ̃ɲu# | *#pəɾˈɔ̃ɲə# | *#pəɾˈɔ̃ɲ# {GOLD: >*} | *#pəɾˈɔ̃ɲ# {GOLD: >*} | *#pɾˈɔɲ# {GOLD: >*} | *#pɾˈɔj# {GOLD: #puɾˈɔj#}
718    | #pˌɑrentˈɑːnioː# | *#pˌɑrɛntˈɒːnju# | *#pˌɑrɛntˈoɲu# | *#pˌarɪntˈoɲu# | *#pˌaɾə̃ntˈɔ̃ɲu# | *#pˌaɾəndˈɔ̃ɲə# | *#pˌaɾəndˈɔ̃ɲ# {GOLD: >*} | *#pˌaɾəndˈɔ̃ɲ# {GOLD: >*} | *#paɾəndˈɔɲ# {GOLD: >*} | *#paɾəndˈɔj# {GOLD: #pɛɾəndˈɔj#}
719    | #pˌɑrˈentem# | *#pˌɑrˈɛntɛ# | *#pˌɑrˈɛntɛ# | *#pərˈintɪ# | *#pəɾˈĩntɪ# | *#pəɾˈĩndə# | *#pəɾˈĩnd# {GOLD: >*} | *#pəɾˈĩnd# {GOLD: >*} | *#pɾˈind# {GOLD: >*} | *#pɾˈind# {GOLD: #pɾˈind#}
720    | #frˌɑseˈolum# | *#frˌɑsjˈɒlʊ# | *#frˌɑsjˈolu# | *#frˌasˈolu# | *#fɾˌaʃˈɔlu# | *#fɾˌaʃˈuo̯lˠə# | *#fɾˌaʃˈuo̯lˠ# {GOLD: #fɾaʃˈuo̯lˠ#} | *#fɾˌaʃˈua̯lˠ# {GOLD: >*} | *#fɾaʃˈua̯lˠ# {GOLD: >*} | *#fɾaʃˈua̯lˠ# {GOLD: #fɾaʃˈua̯lˠ#}
