etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
585    | #mˌɑlitiˈɑːnioː# | *#mˌɑlɪt͡ʃjˈɒːnju# | *#mˌɑlet͡ʃjˈoɲu# | *#mˌalɪt͡ʃˈoɲu# | *#mˌaːlɪsˈɔ̃ɲu# | *#mˌaːləsˈɔ̃ɲə# | *#mˌaːlsˈɔ̃ɲ# {GOLD: >*} | *#mˌaːlsˈɔ̃ɲ# {GOLD: >*} | *#malt͡sˈɔɲ# {GOLD: >*} | *#malt͡sˈɔj# {GOLD: #malt͡sˈɔj#}
586    | #mˌɑlˌɑnɡˈenioː# | *#mˌɑlˌɑŋɡˈɛnju# | *#mˌɑlˌɑŋɡˈɛɲu# | *#mˌalˌaŋɟˈɛɲu# | *#mˌaːlə̃ŋɟˈɛ̃ɲu# | *#mˌaːlˠə̃ŋɟˈɛ̃ɲə# | *#mˌaːlˠə̃ɲɟˈɛ̃ɲ# {GOLD: >*} | *#mˌaːlˠə̃ɲɟˈɛ̃ɲ# {GOLD: >*} | *#malˠəɲɟˈɛɲ# {GOLD: >*} | *#malˠəɲɟˈɛj# {GOLD: #malˠəɲɟˈɛj#}
587    | #mˈɑlum# | *#mˈɑlʊ# | *#mˈɑlu# | *#mˈalu# | *#mˈalu# | *#mˈaːlˠə# | *#mˈaːlˠ# {GOLD: >*} | *#mˈaːlˠ# {GOLD: >*} | *#mˈalˠ# {GOLD: >*} | *#mˈalˠ# {GOLD: #mˈalˠ#}
588    | ... | ... | #mˌɨnˈɔɲɔ# | *#mˌɨnˈɔɲɔ# | *#mˌɨ̃nˈɔ̃ɲɔ# | *#mˌĩnˈɔ̃ɲə# | *#mˌĩnˈɔ̃ɲ# {GOLD: >*} | *#mˌĩnˈɔ̃ɲ# {GOLD: >*} | *#minˈɔɲ# {GOLD: >*} | *#minˈɔj# {GOLD: #mənˈɔj#}
589    | #mˈɑnikɑm# | *#mˈɑnɪkɑ# | *#mˈɑnkɑ# | *#mˈanka# | *#mˈãnka# | *#mˈãnɡa# | *#mˈʌ̃ŋɡə# {GOLD: >*} | *#mˈə̃ɲ̈ɡə# {GOLD: >*} | *#mˈəɲ̈ɡə# {GOLD: >*} | *#mˈəŋɡə# {GOLD: #mˈəŋɡə#}
590    | #mˌɑnikˈɑːnioː# | *#mˌɑnɪkˈɒːnju# | *#mˌɑnkˈoɲu# | *#mˌankˈoɲu# | *#mə̃nkˈɔ̃ɲu# | *#mə̃nɡˈɔ̃ɲə# | *#mə̃ŋɡˈɔ̃ɲ# {GOLD: >*} | *#mə̃ɲ̈ɡˈɔ̃ɲ# {GOLD: >*} | *#məɲ̈ɡˈɔɲ# {GOLD: >*} | *#məŋɡˈɔj# {GOLD: #məŋɡˈɔj#}
591    | #mˌɑnipulˈɑːnioː# | *#mˌɑnɪpʊlˈɒːnju# | *#mˌɑnpulˈoɲu# | *#mˌanpulˈoɲu# | *#mə̃npulˈɔ̃ɲu# | *#mə̃npulˠˈɔ̃ɲə# | *#mə̃mbulˠˈɔ̃ɲ# {GOLD: >*} | *#mbulˠˈɔ̃ɲ# {GOLD: >*} | *#mbulˠˈɔɲ# {GOLD: >*} | *#mbulˠˈɔj# {GOLD: #mbulˈɔj#}
592    | #mˈɑnniɑ# | *#mˈɑnnjɑ# | *#mˈɑnɲɑ# | *#mˈanɲa# | *#mˈãnɲa# | *#mˈãɲa# | *#mˈʌ̃ɲə# {GOLD: >*} | *#mˈə̃ɲə# {GOLD: >*} | *#mˈəɲə# {GOLD: >*} | *#mˈəɲə# {GOLD: #mˈəɲə#}
593    | #mˈɑnkum# | *#mˈɑnkʊ# | *#mˈɑnku# | *#mˈanku# | *#mˈãnku# | *#mˈãnɡə# | *#mˈʌ̃ŋɡ# {GOLD: >*} | *#mˈə̃ɲ̈ɡ# {GOLD: #mˈənk#} | *#mˈəɲ̈ɡ# {GOLD: ...} | ... {GOLD: ...}
594    | #mˈɑnkɑ# | *#mˈɑnkɑ# | *#mˈɑnkɑ# | *#mˈanka# | *#mˈãnka# | *#mˈãnɡa# | *#mˈʌ̃ŋɡə# {GOLD: >*} | *#mˈə̃ɲ̈ɡə# {GOLD: >*} | *#mˈəɲ̈ɡə# {GOLD: #mˈəŋɡə#} | *#mˈəŋɡə# {GOLD: ...}
595    | #mˌɑnkˈɑːnioː# | *#mˌɑnkˈɒːnju# | *#mˌɑnkˈoɲu# | *#mˌankˈoɲu# | *#mə̃nkˈɔ̃ɲu# | *#mə̃nɡˈɔ̃ɲə# | *#mə̃ŋɡˈɔ̃ɲ# {GOLD: #mn̩ɡˈɔ̃ɲ#} | *#mə̃ɲ̈ɡˈɔ̃ɲ# {GOLD: >*} | *#məɲ̈ɡˈɔɲ# {GOLD: >*} | *#məŋɡˈɔj# {GOLD: #muŋɡˈɔj#}
596    | #mˈɑnkinum# | *#mˈɑnkɪnʊ# | *#mˈɑnkenu# | *#mˈancɑ̃ɾ̃u# | *#mˈãncɐɾ̃u# | *#mˈãncɐɾ̃ə# | *#mˈʌ̃ɲɟəɾ̃# {GOLD: >*} | *#mˈə̃ɲɟəɾ̃# {GOLD: >*} | *#mˈəɲɟəɾ# {GOLD: >*} | *#mˈəɲɟəɾ# {GOLD: #mˈəɲɟəɾ#}
597    | #mˈɑnktum# | *#mˈɑnktʊ# | *#mˈɑɲtu# | *#mˈaɲtu# | *#mˈãɲtu# | *#mˈãːjtə# | *#mˈãːjt# {GOLD: #mˈaːjtə#} | *#mˈãːjt# {GOLD: >*} | *#mˈajt# {GOLD: >*} | *#mˈajt# {GOLD: #mˈajt#}
598    | #mˈɑrɡinem# | *#mˈɑrɡɪnɛ# | *#mˈɑrɡenɛ# | *#mˈarɟɑ̃ɾ̃ɪ# | *#mˈaɾɟɐɾ̃ɪ# | *#mˈaːɾɟɐɾ̃ə# | *#mˈaːɾɟəɾ̃# {GOLD: #mˈaɾɟəɾ̃ə#} | *#mˈaːɾɟəɾ̃# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
599    | ... | #mˌɑrˈiːɑ# | *#mˌɑrˈijɑ# | *#mˌarˈija# | *#məɾˈija# | *#məɾˈija# | *#məɾˈiː# {GOLD: >*} | *#məɾˈiː# {GOLD: #məɾˈiː#} | *#məɾˈi# {GOLD: >*} | *#məɾˈi# {GOLD: #məɾˈi#}
600    | ... | ... | #mˌarikˈɔsu# | *#mˌarɪkˈɔsu# | *#məɾɪkˈɔʃu# | *#məɾkˈɔːʃə# | *#mɾ̩kˈɔːʃ# {GOLD: >*} | *#mɾ̩kˈɔːʃ# {GOLD: >*} | *#mɾ̩kˈɔʃ# {GOLD: >*} | *#məɾkˈɔʃ# {GOLD: #məɾkˈɔʃ#}
601    | #mˌɑrelˈuːkium# | *#mˌɑrɛlˈuːkjʊ# | *#mˌɑrɛlˈykju# | *#mˌarɪlˈycju# | *#məɾəlˈycju# | *#məɾəlˈycjə# | *#məlˈyc# {GOLD: >*} | *#məlˈyc# {GOLD: >*} | *#mlˈyc# {GOLD: #məlˈyʃ#} | *#mlˈyc# {GOLD: #mlˈyʃ#}
602    | #mˌɑːriːtˈɑːnioː# | *#mˌɑːritˈɒːnju# | *#mˌɑrtˈoɲu# | *#mˌartˈoɲu# | *#məɾtˈɔ̃ɲu# | *#məɾtˈɔ̃ɲə# | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔɲ# {GOLD: >*} | *#məɾtˈɔj# {GOLD: #maɾtˈɔj#}
603    | #mˌɑːriːtˈɑːnioː# | *#mˌɑːritˈɒːnju# | *#mˌɑrtˈoɲu# | *#mˌartˈoɲu# | *#məɾtˈɔ̃ɲu# | *#məɾtˈɔ̃ɲə# | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔɲ# {GOLD: >*} | *#məɾtˈɔj# {GOLD: #məltˈɔj#}
604    | #mˌɑːriːtˈɑːtiɑ# | *#mˌɑːritˈɑːt͡ʃjɑ# | *#mˌɑrtˈɑt͡ʃjɑ# | *#mˌartˈet͡ʃa# | *#məɾtˈesa# | *#məɾtˈɛːsa# | *#mɾ̩tˈɛːsə# {GOLD: >*} | *#mɾ̩tˈɛːsə# {GOLD: >*} | *#mɾ̩tˈɛsə# {GOLD: >*} | *#məɾtˈɛsə# {GOLD: #maɾtˈɛsə#}
605    | #mˈɑrkum# | *#mˈɑrkʊ# | *#mˈɑrku# | *#mˈarku# | *#mˈaɾku# | *#mˈaːɾkə# | *#mˈaːɾk# {GOLD: >*} | *#mˈaːɾk# {GOLD: >*} | *#mˈaɾk# {GOLD: >*} | *#mˈaɾk# {GOLD: #mˈaɾk#}
606    | #mˈɑrmurem# | *#mˈɑrmʊrɛ# | *#mˈɑrmurɛ# | *#mˈarmurɪ# | *#mˈaɾmuɾɪ# | *#mˈaːɾmuɾə# | *#mˈaːɾmuɾ# {GOLD: >*} | *#mˈaːɾmuɾ# {GOLD: >*} | *#mˈaɾmuɾ# {GOLD: >*} | *#mˈaɾmuɾ# {GOLD: #mˈaɾmuɾ#}
607    | #mˌɑrruːkˌiːnˈeːtum# | *#mˌɑrruːkˌinˈeːtʊ# | *#mˌɑrrkˌinˈetu# | *#mˌarcˌinˈetu# | *#məɾcˌĩːnˈetu# | *#məɾcˌĩːnˈɛtə# | *#mɾ̩cˌĩːnˈɛt# {GOLD: #mˌaɾciɾ̃ˈɛt#} | *#mɾ̩cˌĩːnˈɛt# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
608    | #mˈɑːrtem# | *#mˈɑːrtɛ# | *#mˈɑrtɛ# | *#mˈartɪ# | *#mˈaɾtɪ# | *#mˈaːɾtə# | *#mˈaːɾt# {GOLD: >*} | *#mˈaːɾt# {GOLD: >*} | *#mˈaɾt# {GOLD: >*} | *#mˈaɾt# {GOLD: #mˈaɾt#}
609    | #mˌɑːrtˈiːnum# | *#mˌɑːrtˈinʊ# | *#mˌɑrtˈinu# | *#mˌartˈinu# | *#məɾtˈĩnu# | *#məɾtˈĩːnə# | *#mɾ̩tˈĩː# {GOLD: #məɾtˈĩː#} | *#mɾ̩tˈĩː# {GOLD: >*} | *#mɾ̩tˈi# {GOLD: >*} | *#məɾtˈi# {GOLD: #məɾtˈi#}
610    | #mˈɑːrtius# | *#mˈɑːrt͡ʃjʊ# | *#mˈɑrt͡ʃju# | *#mˈart͡ʃu# | *#mˈaɾsu# | *#mˈaːɾsə# | *#mˈaːɾs# {GOLD: >*} | *#mˈaːɾs# {GOLD: >*} | *#mˈaɾs# {GOLD: >*} | *#mˈaɾs# {GOLD: #mˈaɾs#}
611    | #mˈɑrum# | *#mˈɑrʊ# | *#mˈɑru# | *#mˈaru# | *#mˈaɾu# | *#mˈaːɾə# | *#mˈaːɾ# {GOLD: >*} | *#mˈaːɾ# {GOLD: >*} | *#mˈaɾ# {GOLD: >*} | *#mˈaɾ# {GOLD: #mˈaɾ#}
612    | #mˌɑrˈuːnum# | *#mˌɑrˈuːnʊ# | *#mˌɑrˈynu# | *#mˌarˈunu# | *#məɾˈũnu# | *#məɾˈũːnə# | *#məɾˈũː# {GOLD: #məɾˈũː#} | *#məɾˈũː# {GOLD: >*} | *#məɾˈu# {GOLD: >*} | *#məɾˈu# {GOLD: #məɾˈu#}
613    | #mˈɑskulum# | *#mˈɑskʊlʊ# | *#mˈɑskulu# | *#mˈaskulu# | *#mˈaʃkulu# | *#mˈaːʃkulˠə# | *#mˈaːʃkulˠ# {GOLD: >*} | *#mˈaːʃkulˠ# {GOLD: >*} | *#mˈaʃkulˠ# {GOLD: >*} | *#mˈaʃkulˠ# {GOLD: #mˈaʃkulˠ#}
614    | #mˈɑssɑ# | *#mˈɑssɑ# | *#mˈɑssɑ# | *#mˈassa# | *#mˈaʃa# | *#mˈaːʃa# | *#mˈaːʃə# {GOLD: >*} | *#mˈaːʃə# {GOLD: >*} | *#mˈaʃə# {GOLD: >*} | *#mˈaʃə# {GOLD: #mˈaʃə#}
615    | #mˌɑstikˈɑːnioː# | *#mˌɑstɪkˈɒːnju# | *#mˌɑstekˈoɲu# | *#mɪstɪkˈoɲu# | *#mɪʃtɪkˈɔ̃ɲu# | *#məʃtəkˈɔ̃ɲə# | *#məʃtəkˈɔ̃ɲ# {GOLD: >*} | *#məʃtəkˈɔ̃ɲ# {GOLD: >*} | *#məʃtəkˈɔɲ# {GOLD: >*} | *#məʃtəkˈɔj# {GOLD: #məʃtɛkˈɔj#}
616    | #mˌɑtˈɑksum# | *#mˌɑtˈɑksʊ# | *#mˌɑtˈɑksu# | *#mˌẽtˈaksu# | *#mə̃ntˈakʃu# | *#mə̃ndˈaːfʃə# | *#mə̃ndˈaːfʃ# {GOLD: >*} | *#mə̃ndˈaːfʃ# {GOLD: >*} | *#məndˈafʃ# {GOLD: >*} | *#məndˈafʃ# {GOLD: #məndˈafʃ#}
617    | ... | ... | ... | #mˌɐtrˈikʊ# | *#mˌɑːtɾˈikə# | *#mˌɑːtɾˈikə# | *#mˌaːtɾˈik# {GOLD: >*} | *#mˌaːtɾˈik# {GOLD: >*} | *#matɾˈik# {GOLD: >*} | *#matɾˈik# {GOLD: #mətɾˈik#}
618    | #mˌɑːtrˈiːkulɑm# | *#mˌɑːtrˈikʊlɑ# | *#mˌɑtrˈikulɑ# | *#mˌẽtrˈikula# | *#mə̃ntɾˈikula# | *#mə̃ndɾˈikulˠə# | *#mə̃ndɾˈikulˠ# {GOLD: #ˌn̩tɾˈikulˠ#} | *#mə̃ndɾˈikulˠ# {GOLD: >*} | *#məndɾˈikulˠ# {GOLD: >*} | *#məndɾˈikulˠ# {GOLD: #ndɾˈikulˠ#}
619    | #mˌɑtteˈukkum# | *#mˌɑtt͡ʃjˈʊkkʊ# | *#mˌɑtt͡ʃjˈukku# | *#mˌẽtt͡ʃˈukku# | *#mə̃nsˈuku# | *#mə̃sˈukə# | *#mə̃sˈuk# {GOLD: >*} | *#mə̃sˈuk# {GOLD: #mˌəsˈuk#} | *#məsˈuk# {GOLD: >*} | *#məsˈuk# {GOLD: #məsˈuk#}
620    | #mˌedikˈɑːnioː# | *#mˌɛdɪkˈɒːnju# | *#mˌɛdekˈoɲu# | *#mɪðɪkˈoɲu# | *#mɪðɪkˈɔ̃ɲu# | *#məkˈɔ̃ɲə# | *#məkˈɔ̃ɲ# {GOLD: >*} | *#məkˈɔ̃ɲ# {GOLD: >*} | *#məkˈɔɲ# {GOLD: >*} | *#məkˈɔj# {GOLD: #məkˈɔj#}
621    | #mˌedikˈɑstrum# | *#mˌɛdɪkˈɑstrʊ# | *#mˌɛdekˈɑstru# | *#mɪðɪkˈastru# | *#mɪðɪkˈaʃtɾu# | *#məɡˈaːʃtɾə# | *#məɡˈaːʃtɾ̩# {GOLD: >*} | *#məɡˈaːʃtɾ̩# {GOLD: >*} | *#məɡˈaʃtɾ̩# {GOLD: >*} | *#məɡˈaʃtəɾ# {GOLD: #məɡˈaʃtəɾ#}
622    | #mˈedikum# | *#mˈɛdɪkʊ# | *#mˈɛdeku# | *#mˈɛðɪku# | *#mˈɛːðɪku# | *#mjˈɛːkə# | *#mjˈɛːk# {GOLD: #mjˈɛːk#} | *#mjˈɛːk# {GOLD: #mjˈɛːk#} | *#mjˈɛk# {GOLD: >*} | *#mjˈɛk# {GOLD: #mjˈɛk#}
623    | #mˌeditˈɑːnioː# | *#mˌɛdɪtˈɒːnju# | *#mˌɛdetˈoɲu# | *#mɪðɪtˈoɲu# | *#mɪðɪtˈɔ̃ɲu# | *#mətˈɔ̃ɲə# | *#mətˈɔ̃ɲ# {GOLD: >*} | *#mətˈɔ̃ɲ# {GOLD: >*} | *#mtˈɔɲ# {GOLD: >*} | *#mtˈɔj# {GOLD: #mɛjtˈɔj#}
624    | #mˈedium# | *#mˈɛd͡ʒjʊ# | *#mˈɛd͡ʒju# | *#mˈɛd͡ʒu# | *#mˈɛːzu# | *#mˈie̯zə# | *#mjˈɛz# {GOLD: >*} | *#mjˈɛz# {GOLD: >*} | *#mjˈɛz# {GOLD: >*} | *#mjˈɛz# {GOLD: #mjˈɛz#}
625    | #mˌensˈoːrɑ# | *#mˌɛnsˈoːrɑ# | *#mˌɛsˈørɑ# | *#mɪsˈøra# | *#mɪʃˈœɾa# | *#məʃˈɛːɾa# | *#məʃˈɛːɾə# {GOLD: >*} | *#məʃˈɛːɾə# {GOLD: >*} | *#məʃˈɛɾə# {GOLD: >*} | *#məʃˈɛɾə# {GOLD: #məʃˈɛɾə#}
626    | #mˈentɑ# | *#mˈɛntɑ# | *#mˈɛntɑ# | *#mˈɛnta# | *#mˈɛ̃nta# | *#mˈɛ̃nda# | *#mˈɛ̃ndə# {GOLD: >*} | *#mˈɛ̃ndə# {GOLD: >*} | *#mˈɛndə# {GOLD: >*} | *#mˈɛndə# {GOLD: #mˈɛndə#}
627    | #mˈentem# | *#mˈɛntɛ# | *#mˈɛntɛ# | *#mˈɛntɪ# | *#mˈɛ̃ntɪ# | *#mˈɛ̃ndə# | *#mˈɛ̃nd# {GOLD: >*} | *#mˈɛ̃nd# {GOLD: >*} | *#mˈɛnd# {GOLD: >*} | *#mˈɛnd# {GOLD: #mˈɛnd#}
628    | #mˌeriːdiˈɑːnioː# | *#mˌɛrid͡ʒjˈɒːnju# | *#mˌɛrid͡ʒjˈoɲu# | *#mˌɛrɪd͡ʒˈøɲu# | *#məɾɪzˈœ̃ɲu# | *#məɾəzˈɛ̃ɲə# | *#mɾ̩zˈɛ̃ɲ# {GOLD: >*} | *#mɾ̩zˈɛ̃ɲ# {GOLD: >*} | *#mɾ̩zˈɛɲ# {GOLD: >*} | *#məɾzˈɛj# {GOLD: #məɾzˈɛj#}
629    | #mˌerˈiːdiem# | *#mˌɛrˈid͡ʒjɛ# | *#mˌɛrˈid͡ʒjɛ# | *#mˌɛrˈid͡ʒɛ# | *#məɾˈizɛ# | *#məɾˈiːzə# | *#məɾˈiːz# {GOLD: >*} | *#məɾˈiːz# {GOLD: >*} | *#məɾˈiz# {GOLD: >*} | *#məɾˈiz# {GOLD: #məɾˈiz#}
630    | #mˌerɡˈonioː# | *#mˌɛrɡˈɒnju# | *#mˌɛrɡˈoɲu# | *#mˌɛrɡˈoɲu# | *#məɾɡˈɔ̃ɲu# | *#məɾɡˈɔ̃ɲə# | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔɲ# {GOLD: >*} | *#məɾɡˈɔj# {GOLD: #məɾɡˈɔj#}
631    | ... | #mˌɛrkˈɑːrju# | *#mˌɛrkˈɑrju# | *#mˌɛrcˈeru# | *#məɾcˈeɾu# | *#məɾcˈɛːɾə# | *#mɾ̩cˈɛːɾ# {GOLD: >*} | *#mɾ̩cˈɛːɾ# {GOLD: >*} | *#mɾ̩cˈɛɾ# {GOLD: >*} | *#məɾcˈɛɾ# {GOLD: #məɾcˈɛɾ#}
632    | #mˌerkˈurɑ# | *#mˌɛrkˈʊrɑ# | *#mˌɛrkˈurɑ# | *#mˌɛrkˈura# | *#məɾkˈuɾa# | *#məɾkˈuːɾa# | *#mɾ̩kˈuːɾə# {GOLD: >*} | *#mɾ̩kˈuːɾə# {GOLD: >*} | *#mɾ̩kˈuɾə# {GOLD: >*} | *#məɾkˈuɾə# {GOLD: #məɾkˈuɾə#}
633    | #mˌerulˈɑːneɑ# | *#mˌɛrʊlˈɑːnjɑ# | *#mˌɛrulˈɑɲɑ# | *#mˌɛrulˈaɲa# | *#məɾəlˈãɲa# | *#məɾəlˠˈɛ̃ɲa# | *#məlˠˈɛ̃ɲə# {GOLD: >*} | *#məlˠˈɛ̃ɲə# {GOLD: >*} | *#məlˠˈɛɲə# {GOLD: >*} | *#məlˠˈɛɲə# {GOLD: #məlˠˈɛɲə#}
634    | #mˈetulɑ# | *#mˈɛtʊlɑ# | *#mˈɛtulɑ# | *#mˈɛtula# | *#mˈɛːtula# | *#mˈie̯tulˠə# | *#mjˈɛtulˠ# {GOLD: >*} | *#mjˈɛtulˠ# {GOLD: >*} | *#mjˈɛtulˠ# {GOLD: >*} | *#mjˈɛtulˠ# {GOLD: #nˈɛtulˠ#}
635    | #mˌiɡrˈɑːnioː# | *#mˌɪɡrˈɒːnju# | *#mˌeɡrˈoɲu# | *#mˌeɡrˈoɲu# | *#mˌeːɾɡˈɔ̃ɲu# | *#mˌɛːɾɡˈɔ̃ɲə# | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔɲ# {GOLD: >*} | *#məɾɡˈɔj# {GOLD: #məɾɡˈɔj#}
636    | #mˈiːliɑm# | *#mˈiʎɑ# | *#mˈiʎɑ# | *#mˈiʎa# | *#mˈiʎa# | *#mˈiːʎa# | *#mˈiːʎə# {GOLD: >*} | *#mˈiːʎə# {GOLD: >*} | *#mˈijə# {GOLD: >*} | *#mˈijə# {GOLD: #mˈijə#}
637    | #mˌinistrˈɑːnioː# | *#mˌɪnɪstrˈɒːnju# | *#mˌenestrˈoɲu# | *#mˌɑ̃ɾ̃ɪstrˈoɲu# | *#mˌɑ̃ːɾ̃ɪʃtɾˈɔ̃ɲu# | *#mˌɑ̃ːɾəʃtˈɔ̃ɲə# | *#mˌãːɾʃtˈɔ̃ɲ# {GOLD: >*} | *#mˌãːɾʃtˈɔ̃ɲ# {GOLD: >*} | *#maɾʃtˈɔɲ# {GOLD: #maɾʃtˈɔj#} | *#maɾʃtˈɔj# {GOLD: #maɾʃtˈɔj#}
638    | ... | #mˌiːrˈɑːkulu# | *#mˌirˈɑjkulu# | *#mˌirˈekulu# | *#məɾˈekulu# | *#məɾˈɛkulˠə# | *#məɾˈɛkulˠ# {GOLD: #məɾˈɛkulˠ#} | *#məɾˈɛkulˠ# {GOLD: >*} | *#mɾˈɛkulˠ# {GOLD: >*} | *#mɾˈɛkulˠ# {GOLD: #mɾˈɛkulˠ#}
639    | ... | #mˌiːrˌɑːkulˈɒːɲu# | *#mˌirˌɑkulˈoɲu# | *#mˌirˌakulˈoɲu# | *#məɾˌækulˈɔ̃ɲu# | *#məɾˌækulˠˈɔ̃ɲə# | *#məɾˌɛkəlˠˈɔ̃ɲ# {GOLD: #məɾakulˠˈɔ̃ɲ#} | *#məɾˌɛkəlˠˈɔ̃ɲ# {GOLD: >*} | *#mɾɛklˠˈɔɲ# {GOLD: #mɾakulˠˈɔj#} | *#mɾɛklˠˈɔj# {GOLD: ...}
640    | #mˌiːrˈɑːnioː# | *#mˌirˈɒːnju# | *#mˌirˈojɲu# | *#mˌirˈojɲu# | *#məɾˈɔj̃ɲu# | *#məɾˈɛ̃ɲə# | *#məɾˈɛ̃ɲ# {GOLD: >*} | *#məɾˈɛ̃ɲ# {GOLD: >*} | *#mɾˈɛɲ# {GOLD: >*} | *#mɾˈɛj# {GOLD: #məɾˈɛj#}
641    | ... | #mˈessɑ# | *#mˈessɑ# | *#mˈessa# | *#mˈeʃa# | *#mˈɛːʃa# | *#mˈɛːʃə# {GOLD: >*} | *#mˈɛːʃə# {GOLD: >*} | *#mˈɛʃə# {GOLD: >*} | *#mˈɛʃə# {GOLD: #mˈɛʃə#}
642    | #mˌiserˈɑːriː# | *#mˌɪsɛrˈɑːri# | *#mˌesɛrˈɑri# | *#mɪsɪrˈerɪ# | *#mɪʃɪɾˈeɾɪ# | *#məʃəɾˈɛːɾə# | *#məʃɾˈɛːɾ# {GOLD: #miʃəɾˈie̯ɾ#} | *#məʃɾˈɛːɾ# {GOLD: #məʃəɾˈie̯ɾ#} | *#məʃɾˈɛɾ# {GOLD: ...} | ... {GOLD: ...}
643    | #mˌisˈeriɑ# | *#mˌɪsˈɛrjɑ# | *#mˌesˈɛrjɑ# | *#mɪsˈira# | *#mɪʃˈiɾa# | *#məʃˈiːɾa# | *#məʃˈiːɾə# {GOLD: >*} | *#məʃˈiːɾə# {GOLD: >*} | *#məʃˈiɾə# {GOLD: >*} | *#məʃˈiɾə# {GOLD: #məʃˈiɾə#}
644    | #mˈodium# | *#mˈʊd͡ʒjʊ# | *#mˈud͡ʒju# | *#mˈud͡ʒu# | *#mˈuzu# | *#mˈuːzə# | *#mˈuːz# {GOLD: #mˈuz#} | *#mˈuːz# {GOLD: >*} | *#mˈuz# {GOLD: >*} | *#mˈuz# {GOLD: #mˈuz#}
645    | #mˈodum# | *#mˈɒdʊ# | *#mˈodu# | *#mˈoðu# | *#mˈɔðu# | *#mˈɔðə# | *#mˈɔð# {GOLD: >*} | *#mˈɔð# {GOLD: >*} | *#mˈɔð# {GOLD: >*} | *#mˈɔð# {GOLD: #mˈɔð#}
646    | #mˌolˈɑːrem# | *#mˌʊlˈɑːrɛ# | *#mˌulˈɑrɛ# | *#mˌulˈarɪ# | *#mˌulˈaɾɪ# | *#mˌulˠˈaːɾə# | *#mˌulˠˈaːɾ# {GOLD: #mulˠˈaːɾ#} | *#mˌulˠˈaːɾ# {GOLD: >*} | *#mulˠˈaɾ# {GOLD: >*} | *#mulˠˈaɾ# {GOLD: #mulˠˈaɾ#}
647    | #mˌolˈiːnum# | *#mˌʊlˈinʊ# | *#mˌulˈinu# | *#mˌulˈinu# | *#mˌulˈĩnu# | *#mˌulˠˈĩːnə# | *#mˌulˠˈĩː# {GOLD: #mulˠˈĩː#} | *#mˌulˠˈĩː# {GOLD: >*} | *#mulˠˈi# {GOLD: >*} | *#mulˠˈi# {GOLD: #mulˠˈi#}
648    | #mˌoːmˈentum# | *#mˌeːmːˈɛntʊ# | *#mˌemːˈɛntu# | *#mˌemːˈɛntu# | *#mmːˈɛ̃ntu# | *#mːˈɛ̃ndə# | *#mːˈɛ̃nd# {GOLD: >*} | *#mˈɛ̃nd# {GOLD: >*} | *#mˈɛnd# {GOLD: >*} | *#mˈɛnd# {GOLD: #mˈɛnd#}
649    | #mˈonɑkʰum# | *#mˈʊnɑkʰʊ# | *#mˈunɑku# | *#mˈunaku# | *#mˈũnɐku# | *#mˈũnɐkə# | *#mˈũnək# {GOLD: #mˈũɾ̃ək#} | *#mˈũnək# {GOLD: #mˈũɾɡ#} | *#mˈunək# {GOLD: >*} | *#mˈunk# {GOLD: #mˈuɾɡ#}
650    | ... | ... | #mˈɔstru# | *#mˈɔstru# | *#mˈɔʃtɾu# | *#mˈɔːʃtɾə# | *#mˈɔːʃtɾ̩# {GOLD: #mˈɔʃtɾ̩#} | *#mˈɔːʃtɾ̩# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
651    | #mˌortˈɑːliɑ# | *#mˌʊrtˈɑːʎɑ# | *#mˌurtˈɑʎɑ# | *#mˌurtˈaʎa# | *#mˌuɾtˈaʎa# | *#mˌuɾtˈaːʎa# | *#mˌuɾtˈaːʎə# {GOLD: >*} | *#mˌuɾtˈaːʎə# {GOLD: >*} | *#muɾtˈajə# {GOLD: >*} | *#muɾtˈajə# {GOLD: #muɾtˈajə#}
652    | #mˈortem# | *#mˈɒrtɛ# | *#mˈortɛ# | *#mˈortɪ# | *#mˈɔɾtɪ# | *#mˈɔːɾtə# | *#mˈɔːɾt# {GOLD: >*} | *#mˈɔːɾt# {GOLD: >*} | *#mˈɔɾt# {GOLD: >*} | *#mˈɔɾt# {GOLD: #mˈɔɾt#}
